,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MSR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,2,0,1,0,0,7,7,0,0,25,10,0,2,10,6,0,3,5,11,0,0,2,0,0,0,1,1,10,2,2,0,1,0,15,11,11,49,21,3,2,1,0,5,1,3,3,3,0,0,4,6,27,0,0,13,3,9,5,14,0,13,3,7,6,3,0,43,0,0,1,75,1,14,0,1,3,0,1,5,1,0,2,0,0,0,3,2,10,4,45,6,9,6,2,3,53,7,3,21,4,16,2,1,0,0,10,2,1,2,0,2,0,0,1,1,3,4,2,0,14,0,1,6,0,7,0,1,6,4,4,1,0,8,0,0,0,5,24,6,0,3,11,0,17,11,2,8,2,19,2,4,4,0,0,9,1,15,2,2,0,5,3,5,6,22,2,4,5,0,0,2,1,0,0,0,9,0,0,0,3,3,9,2,0,9,0,0,0,1,24,2,1,0,2,0,8,60,0,7,6,9,3,3,38,1,0,0,0,3,0,27,0,0,0,3,66,1,6
MWI,0,2,5,0,4,0,0,5,6,2,0,63,10,0,5,30,21,0,13,24,5,1,1,3,0,1,0,0,1,35,2,2,1,28,1,80,93,13,42,13,28,25,5,0,10,1,2,4,2,0,0,3,8,62,1,0,13,2,9,4,19,0,26,4,39,23,4,0,40,0,0,8,500,2,52,0,1,11,0,0,6,0,0,4,0,0,1,4,7,3,12,72,36,5,5,12,8,35,3,4,41,3,137,4,4,0,0,7,3,4,5,9,5,0,0,4,10,3,3,7,0,15,0,1,7,0,14,0,2,15,2,2,1,5,28,1,0,5,0,16,19,0,8,50,1,71,46,12,15,1,14,2,6,6,0,2,7,1,11,4,2,0,5,6,7,28,23,12,4,11,0,0,2,14,0,0,5,4,2,0,0,5,6,36,13,0,3,0,0,3,3,26,2,1,0,1,1,7,7,0,13,87,121,2,5,508,0,0,0,0,3,0,12,0,0,0,3,265,84,103
MYS,0,29,2,5,23,0,0,580,95,87,0,1890,199,20,3,258,14,0,4,624,120,38,0,18,0,87,1,2,8,365,8,166,1,24,1,606,284,163,2609,6,29,6,4,0,159,0,2,14,12,0,2,109,338,578,0,0,225,11,141,97,535,0,457,114,93,219,17,1,492,0,6,8,2308,100,74,0,1,11,0,0,235,0,2,13,2,13,0,130,2,158,1120,2113,270,889,722,15,81,567,9,292,1066,64,64,29,36,0,0,760,150,7,45,2,111,0,1,168,2,120,19,85,0,69,3,3,4,6,232,0,21,2,15,48,56,12,15,1,0,24,16,0,8,2,6,781,2,314,190,78,283,211,1909,29,65,244,0,11,327,2,263,9,99,0,283,212,387,13,2199,104,9,591,0,0,3,5,3,0,4,152,0,0,1,48,38,291,3,1,2,19,0,0,1,636,8,2,2,2,10,95,602,0,814,38,45,113,18,1545,49,0,0,0,10,0,504,0,2,9,210,321,25,22
NAM,0,1,10,0,4,0,0,6,9,11,0,42,25,0,2,18,9,0,6,6,7,1,0,4,0,0,0,1,2,21,1,0,1,29,1,19,27,12,18,10,11,5,4,0,5,0,1,1,1,0,0,3,15,82,2,0,12,2,4,2,9,0,28,5,17,15,3,0,39,0,0,1,136,1,17,0,1,6,0,1,8,1,0,1,0,0,0,9,0,4,2,15,26,7,5,0,6,39,2,1,30,1,36,0,1,0,0,6,1,0,1,0,4,0,0,1,8,2,1,2,0,5,2,1,4,0,5,0,2,5,1,0,0,2,18,0,0,6,19,8,0,0,4,31,0,39,17,0,13,2,6,3,6,3,0,0,22,0,8,1,0,0,2,7,8,13,7,6,4,2,0,0,0,2,1,0,1,4,2,0,0,4,4,42,11,0,3,0,0,1,1,6,0,0,0,0,1,2,3,0,0,25,32,4,0,116,0,0,0,0,1,0,5,0,0,1,0,202,36,32
NCL,0,0,0,0,1,0,0,1,1,0,0,55,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,16,9,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,2,0,1,0,7,1,1,3,7,0,126,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,2,1,1,0,2,0,13,0,1,3,0,1,0,2,3,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,3,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,8,5,1,17,1,0,0,0,0,3,3,4,0,4,0,0,0,1,1,1,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,2,0,0,1,3,0,2,1,0,0,0,1,0,1,46,0,0,0,0,1,0,3,3,1,1,0,4,0,0
NER,0,0,2,0,4,0,0,1,4,2,0,11,4,5,4,20,29,0,34,2,8,1,1,1,0,2,0,0,0,7,2,1,0,4,3,15,26,5,21,24,21,11,8,0,4,0,1,3,3,0,0,3,4,20,1,0,6,3,7,3,13,0,12,2,16,5,1,0,55,0,0,5,50,3,23,0,6,5,4,0,6,0,0,2,0,0,0,5,1,3,1,13,4,3,1,1,4,17,1,4,4,2,26,1,0,0,0,2,1,0,2,2,7,0,0,1,0,5,1,3,0,11,0,1,10,0,5,0,4,22,1,1,1,0,10,5,0,3,8,6,4,0,0,44,0,8,3,3,3,4,9,2,4,3,0,0,4,0,8,2,1,0,2,6,7,4,9,5,42,5,1,0,1,3,1,0,1,3,0,0,0,4,2,8,3,0,1,1,0,6,9,2,1,1,0,1,0,5,6,0,6,8,14,1,2,74,0,0,0,0,1,0,1,0,0,0,1,27,3,8
NGA,0,21,5,5,22,0,0,98,69,10,0,386,77,12,8,173,78,0,58,132,42,13,1,17,0,14,2,0,3,250,12,16,2,56,3,379,200,82,806,54,131,61,30,0,99,0,4,13,6,0,1,40,78,365,2,2,81,8,38,35,283,2,195,28,160,67,12,0,221,1,6,14,1381,11,305,0,12,58,4,1,98,7,0,13,1,12,1,48,6,56,126,609,74,187,95,11,54,307,9,62,178,35,337,16,6,0,2,147,34,9,38,13,39,0,0,35,3,29,10,9,0,71,0,2,18,2,131,0,16,32,8,13,5,5,62,1,0,11,50,781,31,1,44,0,2,218,107,43,96,58,305,25,65,75,0,3,121,1,142,6,20,0,55,82,146,70,432,72,59,79,0,0,2,28,2,0,9,66,4,0,0,19,30,153,15,0,3,10,0,8,45,176,5,1,0,1,9,71,312,0,110,148,193,34,18,1369,12,0,1,2,11,0,113,0,2,8,30,1305,56,51
NIC,2,0,0,0,0,0,0,0,20,0,0,5,2,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,9,22,0,1,0,0,1,3,5,20,4,1,1,3,1,0,25,0,0,19,12,0,0,0,4,11,0,0,1,20,0,18,0,0,24,0,1,2,0,0,7,0,0,1,16,0,3,0,0,0,0,0,0,0,0,20,1,1,20,0,1,0,2,3,0,1,0,0,0,10,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,32,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,4,1,1,3,0,0,18,18,7,0,0,1,0,0,12,0,0,0,0,0,0,1,0,0,3,0,0,0,1,15,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,1,0,11,71,0,0,0,0,15,0,3,0,0,0,0,2,0,0
NLD,12,6,4,6,57,2,5,300,625,102,2,4740,2571,137,10,6128,41,2,42,156,271,18,6,41,1,127,4,3,23,1914,12,17,8,32,7,4504,5065,736,4974,32,77,31,25,0,494,2,5,84,72,30,3,215,1425,11991,2,2,3344,21,67,121,306,4,5628,297,192,1597,20,0,6822,1,4,57,15144,158,166,1,8,33,7,1,1529,4,17,24,5,14,5,428,6,881,476,1364,1476,789,55,208,1241,7430,21,125,2117,38,313,22,20,0,1,864,51,19,148,5,25,0,9,81,1,284,223,123,0,188,38,23,22,6,675,1,89,18,88,21,23,90,52,5,0,17,71,314,39,8,8,218,4,0,2358,101,629,76,322,65,225,180,0,7,2019,1,1721,27,80,0,162,729,1505,44,459,57,24,877,0,1,5,36,6,1,2,448,8,1,25,332,592,4017,4,2,12,9,0,1,3,487,6,2,0,2,9,76,1132,0,541,135,172,259,86,14190,18,0,1,2,38,0,246,4,2,13,20,1280,47,59
NOR,0,2,5,5,36,0,0,163,239,103,0,1588,983,130,2,1131,18,0,8,80,169,11,3,42,0,119,3,3,8,739,4,12,0,21,3,1597,1473,302,1898,9,27,21,9,0,212,0,3,28,50,0,1,115,643,3389,0,0,2219,5,52,31,144,0,2015,254,181,1318,14,1,2301,18,7,10,5208,116,70,0,4,14,0,0,672,3,44,18,3,10,2,229,4,436,114,816,461,383,43,316,414,2303,10,32,814,45,90,24,7,0,2,462,34,6,31,5,20,0,9,54,1,181,100,130,0,129,7,17,14,3,234,0,55,5,57,12,16,16,22,1,0,11,46,190,17,5,3,107,1,2358,0,80,309,31,252,27,102,84,1,3,945,3,689,9,66,0,95,397,816,20,255,19,10,253,2,12,3,14,0,7,6,264,4,0,1,262,316,3056,2,0,3,2,0,1,3,171,8,8,0,2,11,45,483,0,291,93,83,156,42,4519,13,0,0,1,16,0,133,1,3,10,19,648,40,17
NPL,0,11,1,5,3,0,1,35,21,10,0,275,31,6,0,40,6,0,2,132,10,9,0,4,0,3,0,0,8,67,3,9,17,6,0,113,102,20,327,4,20,8,2,0,32,0,2,7,5,0,0,3,27,125,0,0,46,3,5,8,70,0,55,11,40,35,4,0,66,0,6,0,370,14,28,0,1,6,0,0,25,0,0,7,0,7,0,20,5,19,73,345,30,45,16,9,14,87,3,21,166,13,34,11,6,0,0,98,20,3,10,3,8,0,0,43,0,6,5,3,1,24,0,1,2,9,33,0,5,2,3,29,1,15,17,0,0,2,12,78,0,1,3,43,1,101,80,0,62,15,130,14,25,50,0,3,34,1,39,5,10,0,25,26,36,13,66,11,5,65,0,0,2,3,0,0,0,24,0,0,1,5,10,82,2,1,3,3,0,0,2,92,3,1,2,1,3,12,36,0,48,37,25,11,4,577,8,0,0,0,4,0,63,1,0,2,14,71,6,7
NZL,0,1,3,4,8,1,0,78,178,81,0,3230,337,8,3,441,9,0,5,78,113,13,5,3,0,76,1,2,5,524,4,10,5,8,1,1114,576,213,1901,5,20,6,6,3,189,1,3,27,12,0,2,99,232,1205,0,1,401,5,15,120,186,0,705,126,38,351,34,5,888,0,6,4,2896,85,42,0,1,20,1,0,193,4,4,10,2,8,1,122,2,172,115,425,383,263,24,32,149,750,8,33,557,20,79,12,16,2,4,385,62,7,36,3,8,0,0,134,0,106,19,96,0,33,3,6,5,1,251,1,15,4,16,12,57,11,15,0,1,8,15,283,13,17,3,96,3,629,309,62,0,22,254,30,76,77,2,9,302,1,267,5,9,0,135,64,288,14,173,16,14,348,1,0,8,2,2,0,2,116,0,0,0,30,52,497,0,1,10,3,1,1,3,223,1,2,4,5,7,28,209,1,252,36,37,94,53,3107,32,0,0,1,12,0,93,6,15,5,10,332,8,3
OMN,0,2,0,2,9,0,0,158,31,3,0,143,34,8,0,41,1,0,0,46,18,35,0,5,0,1,0,0,2,71,2,7,1,6,0,134,59,44,197,4,3,3,1,0,23,0,0,7,1,0,0,12,41,113,0,0,32,4,22,14,238,0,79,10,31,33,0,0,121,0,3,2,301,11,12,0,0,6,1,0,40,0,0,7,0,5,0,24,1,19,28,412,41,193,81,2,27,107,0,80,59,16,20,7,4,0,0,133,58,1,40,0,21,0,0,12,0,7,5,1,0,22,0,3,2,1,36,0,9,0,1,1,0,3,1,0,0,2,1,211,2,1,4,58,0,76,31,15,22,0,299,10,24,24,0,0,34,0,43,7,23,0,84,65,64,1,343,21,1,33,0,0,0,0,1,0,0,23,0,0,0,8,7,52,0,0,0,6,0,0,0,38,0,0,0,0,2,60,107,0,33,7,7,5,7,282,6,0,0,0,3,0,41,0,1,2,19,84,2,2
PAK,2,94,3,5,36,0,1,758,84,130,0,1125,262,78,2,251,28,0,3,414,135,94,6,34,0,87,2,0,7,517,5,70,2,18,1,836,318,177,7484,12,65,13,6,0,172,0,2,13,45,0,0,127,366,1014,0,1,212,10,152,131,1231,0,557,148,109,272,6,0,566,1,6,5,2248,103,85,0,1,36,1,0,254,2,1,21,0,9,0,174,6,241,256,1465,268,691,222,14,60,893,11,239,386,101,91,33,8,0,0,1806,141,4,109,2,31,0,0,142,2,121,29,91,0,138,1,5,6,3,334,0,29,8,14,21,55,76,24,1,0,19,14,1909,6,0,9,305,0,322,252,130,254,299,0,20,101,118,0,7,458,1,307,5,54,0,351,312,494,44,5894,70,5,239,0,0,2,5,3,0,6,163,0,0,0,149,27,456,3,0,2,27,0,0,5,589,19,1,1,1,3,233,1376,0,899,43,43,141,15,2485,61,0,0,0,10,0,350,1,1,6,127,462,27,24
PAN,2,0,1,5,6,0,0,22,78,2,0,87,28,7,0,42,4,0,0,18,11,8,2,5,0,2,3,0,10,149,3,6,0,8,0,102,66,72,64,5,10,2,2,0,135,0,3,70,19,0,0,5,45,150,0,0,27,35,2,57,23,0,135,13,19,29,4,2,94,0,6,4,210,5,21,0,2,4,0,0,23,0,0,31,5,7,22,18,8,14,20,47,24,32,12,8,20,65,2,14,48,8,20,7,3,0,1,24,13,1,8,0,8,0,0,21,0,8,2,3,0,14,0,1,3,0,113,0,8,0,2,3,1,3,5,0,0,2,2,29,3,0,2,25,18,65,27,14,30,10,20,0,51,25,0,4,30,1,36,24,10,0,18,21,31,3,27,7,2,30,0,0,2,0,16,0,0,24,0,0,0,7,8,48,0,0,5,1,0,0,0,18,1,1,0,1,4,9,25,0,18,9,10,11,31,468,3,0,0,0,33,0,18,0,1,1,12,41,1,2
PER,1,1,3,5,7,0,0,40,334,41,0,219,88,44,2,136,7,0,4,44,27,9,1,8,0,5,1,2,74,814,5,6,0,10,1,269,208,405,202,9,17,10,4,0,430,0,2,98,71,1,0,15,119,306,0,1,100,50,11,199,57,0,466,23,47,92,6,2,366,0,6,6,609,13,35,0,2,12,0,0,91,1,0,58,4,11,29,63,8,64,92,207,58,76,17,11,41,263,4,19,143,21,65,11,4,0,1,110,16,1,14,2,13,1,0,24,2,18,6,7,0,30,0,7,9,0,441,0,14,4,4,6,1,3,17,0,0,4,6,65,6,0,4,65,18,225,102,25,76,24,101,51,0,43,0,6,116,1,107,59,12,0,28,106,129,9,63,13,7,49,0,0,3,3,24,0,0,39,0,0,2,49,19,157,1,0,2,3,0,2,0,79,2,1,0,1,3,10,110,0,51,20,42,65,86,1281,8,0,0,0,107,0,44,2,2,5,14,149,12,9
PHL,0,19,2,4,10,0,0,73,96,11,0,393,80,30,2,79,8,0,6,98,50,12,2,3,0,27,1,1,2,212,6,18,4,9,0,220,218,88,524,11,19,11,15,0,152,0,2,14,7,0,0,12,88,281,0,0,94,10,25,18,85,0,206,26,30,47,16,2,227,0,6,4,650,37,28,0,2,10,0,0,73,2,0,13,0,6,2,38,4,76,178,314,94,81,25,12,60,217,8,39,433,19,51,17,16,1,0,246,26,11,17,2,14,0,0,55,0,15,8,4,0,50,0,1,8,2,94,0,14,2,8,28,4,15,15,0,0,4,6,244,3,0,3,75,7,180,84,50,77,24,118,25,43,0,0,7,139,1,86,9,32,0,31,112,143,7,96,18,8,177,0,0,5,3,2,0,0,61,1,0,0,39,45,146,1,0,6,3,0,0,1,232,2,1,0,1,1,19,108,0,323,27,25,70,12,819,10,0,0,0,8,0,151,1,3,4,13,145,6,19
PLW,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,3,0,0,2,0,0
PNG,1,1,1,0,0,0,0,2,3,0,0,132,5,0,1,10,0,0,1,5,1,1,0,1,0,1,2,0,1,11,0,2,0,1,0,17,19,4,17,0,1,1,1,0,6,0,0,0,2,0,0,0,18,15,0,0,4,2,1,3,2,0,26,3,3,4,11,0,18,0,2,2,46,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,9,29,4,4,1,0,4,8,0,3,7,0,8,0,0,2,0,4,1,1,2,0,1,0,0,5,0,2,0,0,0,2,0,0,0,1,5,0,2,0,0,2,0,3,5,0,0,0,2,11,0,3,0,3,0,7,3,3,9,0,7,4,6,7,2,0,3,0,2,0,2,0,1,3,2,1,7,1,0,8,0,0,9,1,0,0,0,2,0,0,0,2,1,5,0,0,0,1,0,0,0,10,0,0,1,1,0,2,2,1,2,4,3,0,1,65,1,0,0,0,0,0,8,3,1,1,0,4,1,2
POL,0,3,4,5,68,0,0,168,387,208,0,1562,1413,158,2,1534,9,0,3,91,484,17,0,66,0,311,1,1,10,1039,9,23,1,14,1,1536,1693,422,2371,8,24,7,2,0,383,0,3,21,51,0,1,223,2005,4914,0,0,1125,13,108,118,445,1,2902,346,72,883,4,0,3137,2,6,5,4940,257,27,2,3,8,0,0,1074,32,5,20,1,9,1,575,2,987,120,1344,652,822,100,136,745,3831,9,78,1204,145,38,27,3,1,7,763,89,3,95,0,30,0,4,90,0,569,83,290,1,162,25,24,9,0,459,0,111,2,64,5,95,25,17,1,0,9,7,327,22,4,4,121,1,2019,945,34,302,34,458,30,116,139,0,3,0,1,1103,13,70,0,144,915,1840,6,559,19,4,263,0,1,2,1,1,7,0,592,1,0,1,792,534,1602,3,2,2,13,0,1,2,268,20,8,0,1,7,91,1042,0,551,26,38,1137,61,5127,52,0,2,2,29,0,200,0,1,25,29,539,4,21
PRK,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,2,1,67,1,2,0,0,0,1,0,1,1,1,0,0,1,1,3,0,0,1,1,1,1,3,0,2,1,1,1,0,0,4,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,1,1,1,5,0,1,1,2,1,1,3,1,1,1,0,0,0,11,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,1,0,1,3,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,3,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,1,1,8,0,0,0,0,1,0,1,0,0,0,1,1,0,0
PRT,0,3,68,5,55,1,0,187,383,136,0,1144,889,110,1,1255,15,0,6,82,319,11,5,44,0,206,3,3,9,3017,7,7,5,10,2,1095,1391,548,1428,11,23,6,4,1,378,1,34,38,28,1,1,229,730,2864,1,0,953,15,146,202,299,2,4711,244,68,725,9,9,2570,1,6,10,4315,215,42,3,2,8,13,1,862,0,2,28,1,10,1,380,3,540,73,853,583,637,71,74,485,2927,4,60,598,51,56,22,7,0,2,442,87,1,74,2,28,0,3,89,0,254,74,173,0,239,26,14,25,0,440,0,91,6,78,4,87,7,93,7,0,15,11,263,8,4,8,142,0,1721,689,39,267,43,307,36,107,86,0,2,1103,1,0,25,70,0,164,557,810,14,328,14,12,166,1,0,2,6,2,7,2,495,0,10,1,244,424,1055,4,0,13,11,0,2,3,187,15,8,6,1,10,188,731,0,322,23,44,211,57,3224,47,0,1,0,33,0,105,2,2,11,15,435,9,5
PRY,2,0,0,0,4,0,0,9,99,3,0,20,15,0,0,26,1,0,1,8,8,0,0,3,0,3,0,1,25,143,2,1,1,0,0,34,20,118,19,2,2,1,1,0,62,0,1,36,16,1,0,1,14,25,0,0,15,29,2,46,9,0,109,3,3,15,3,0,31,0,0,2,82,9,2,0,0,1,0,0,18,0,0,26,0,0,14,7,3,9,6,19,8,10,2,3,12,50,1,4,14,2,5,3,3,0,2,15,4,1,6,0,4,0,1,2,0,7,2,5,0,6,0,2,6,0,74,0,4,1,3,1,1,3,2,0,0,2,4,9,1,0,2,6,12,27,9,5,5,7,5,24,59,9,0,0,13,0,25,0,3,0,9,11,18,0,9,4,4,9,0,0,1,0,14,0,0,6,0,0,0,4,5,20,1,0,1,0,0,0,0,8,1,1,0,1,0,3,18,0,2,3,2,7,49,116,0,0,0,0,36,0,3,0,0,0,4,14,0,2
PSE,0,3,2,2,7,0,0,69,59,4,0,91,59,50,1,24,3,0,0,25,52,6,0,5,0,45,0,0,2,71,3,3,0,2,0,103,68,59,125,2,7,1,0,0,63,0,2,4,4,0,0,10,63,120,0,0,61,7,23,7,90,0,103,7,24,19,1,0,96,0,3,3,218,45,9,0,0,1,0,0,60,0,0,7,0,2,0,13,2,64,20,62,19,65,28,6,93,102,2,100,68,11,6,6,0,0,1,42,19,0,14,0,22,0,0,12,0,7,8,2,0,112,0,1,1,0,19,0,6,0,3,3,2,1,5,0,0,2,2,99,0,0,1,20,0,80,66,10,9,23,54,10,12,32,0,2,70,1,70,3,0,0,32,65,63,4,213,12,1,25,0,0,2,1,0,0,0,63,0,0,0,50,46,78,0,1,2,3,0,0,0,22,2,1,0,1,0,21,140,0,86,6,8,8,7,175,3,0,0,0,2,0,26,0,1,5,23,73,1,9
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,2,2,5,6,0,0,200,42,74,0,453,133,10,1,172,8,0,1,58,87,50,0,23,0,73,0,0,1,190,4,11,0,8,1,369,179,31,573,4,11,2,1,0,98,0,2,6,5,1,0,98,134,307,3,0,101,8,53,81,339,0,233,94,33,143,1,0,324,1,6,3,914,78,25,0,1,6,0,0,187,0,0,7,0,9,0,105,2,93,37,435,167,307,66,10,33,372,2,127,111,14,13,11,1,0,0,172,121,0,106,0,27,0,1,74,0,77,10,79,0,89,4,2,0,2,124,0,13,1,6,3,54,3,7,0,0,5,5,283,2,1,2,55,0,162,95,25,135,84,351,18,28,31,0,1,144,1,164,9,32,0,0,44,179,5,358,20,1,79,0,1,2,1,1,0,0,121,0,0,0,40,19,109,0,0,2,12,0,0,1,94,2,1,0,1,0,124,261,0,119,9,9,88,7,1135,38,0,0,0,7,0,57,0,0,2,33,127,2,7
ROU,0,1,3,5,89,1,0,133,204,89,0,438,549,130,3,523,8,0,3,69,313,18,1,71,0,127,1,0,3,425,4,11,3,11,1,463,658,213,782,7,29,6,1,0,218,0,2,13,42,0,1,87,507,1376,0,0,396,8,79,48,195,0,1036,123,36,298,2,0,1323,0,6,4,1562,141,35,1,1,7,0,0,555,0,0,8,0,8,1,279,3,694,87,580,245,307,91,34,283,1463,7,41,408,60,27,20,2,0,2,222,31,2,46,1,15,0,3,29,0,148,40,88,0,175,4,88,13,0,211,0,89,1,39,4,40,9,12,1,0,3,6,212,7,1,6,82,0,729,397,26,64,65,312,21,106,112,0,3,915,1,557,11,65,0,44,0,659,6,296,12,12,93,1,0,2,1,2,6,0,395,1,0,1,300,307,517,4,1,3,6,0,1,5,100,12,7,1,1,1,73,816,0,353,14,23,257,21,1276,16,0,0,0,14,0,184,0,1,21,27,251,4,7
RUS,1,7,3,5,41,0,0,290,332,322,0,1408,1297,245,2,1035,12,0,6,91,447,18,10,59,0,717,4,1,9,1091,4,8,2,18,2,1500,1502,419,3829,11,36,8,3,0,384,0,2,29,71,0,0,192,1391,5553,1,0,765,12,89,114,798,0,2074,319,56,1120,4,2,3204,8,6,6,4134,303,48,0,10,6,0,0,798,6,21,10,0,9,2,391,2,690,195,1785,495,931,182,94,829,3088,5,270,1550,633,42,82,6,0,0,1031,113,2,58,0,21,0,2,106,0,317,43,297,0,199,23,72,10,0,654,0,76,7,34,13,86,139,14,1,0,5,7,387,8,1,7,146,0,1505,816,36,288,64,494,31,129,143,0,2,1840,3,810,18,63,0,179,659,0,7,943,30,10,230,1,0,2,2,3,7,0,568,1,0,0,440,337,1420,3,0,3,29,1,1,2,421,52,10,0,1,8,91,1143,0,728,21,30,880,44,5693,143,0,5,0,17,0,484,1,1,12,74,722,7,15
