,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
JEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOR,1,5,1,0,6,0,0,561,25,5,0,190,137,13,2,46,4,0,2,84,9,52,0,10,16,0,0,3,72,1,16,1,9,1,256,85,25,212,2,11,4,1,0,23,0,0,1,3,0,0,21,121,277,0,0,26,4,91,10,507,0,151,10,34,44,0,0,131,1,3,1,450,8,0,22,0,1,12,0,0,38,0,0,9,0,0,2,0,1,27,1,46,48,0,311,0,30,126,155,5,33,259,5,0,0,118,18,23,7,5,0,0,68,86,1,92,0,42,0,0,17,0,13,4,2,0,58,1,0,2,0,44,0,8,1,5,1,2,9,4,1,0,3,2,342,0,2,2,63,1,92,36,23,0,26,84,277,7,12,31,0,4,107,0,0,45,3,120,0,172,0,48,218,4,1081,36,3,44,0,0,0,3,1,0,5,20,0,1,0,7,13,76,0,2,0,23,0,1,1,60,0,0,1,0,2,92,171,0,89,6,16,22,6,812,11,0,0,0,2,0,0,28,0,0,4,64,73,7,3
JPN,0,22,5,0,24,1,1,234,392,64,0,2819,896,84,4,1075,14,0,27,569,163,14,2,27,57,0,2,20,1204,3,22,9,22,1,2472,1633,507,9093,10,53,28,6,0,202,0,1,21,44,2,0,58,676,4564,0,0,875,4,43,50,851,0,2082,108,85,614,12,2,3252,3,5,11,4948,82,1,86,4,7,22,2,0,483,15,6,13,4,0,5,0,4,176,4,384,901,0,2023,0,328,411,54,53,543,2679,10,0,118,8,57,102,17,78,0,1,2381,54,36,65,2,21,0,3,134,1,71,50,47,1,108,13,5,13,0,475,0,25,10,16,75,5,106,18,2,1,15,21,839,17,12,4,168,5,1743,609,138,0,412,48,407,34,117,329,1,11,993,0,2,537,16,42,0,86,0,335,1098,18,717,40,19,889,0,0,3,2,3,1,0,182,0,1,2,167,191,1506,1,4,3,18,1,2,2,1120,2,0,3,1,7,65,556,1,1768,27,38,179,42,11437,32,0,3,0,19,0,0,777,4,2,5,10,528,52,16
KAZ,0,1,1,0,6,0,0,39,18,19,0,75,44,22,2,66,4,0,3,26,33,9,0,4,32,0,0,2,39,0,4,2,5,1,68,47,36,247,3,7,3,2,0,21,0,1,2,1,0,0,12,70,152,0,0,38,2,9,20,68,0,89,22,24,45,0,0,113,0,2,1,215,26,0,11,0,0,10,0,0,55,0,1,3,0,0,0,0,1,37,4,39,23,0,116,0,23,79,25,4,38,137,4,0,18,57,0,11,36,2,0,0,55,20,2,18,1,6,0,0,9,4,26,6,27,0,8,2,5,1,0,35,0,9,2,2,3,3,11,3,1,0,1,2,37,1,0,0,29,1,55,38,15,0,22,15,83,5,15,16,0,2,126,0,0,47,3,3,0,15,0,66,512,2,108,4,3,36,0,0,0,2,1,1,0,35,1,1,0,27,26,49,1,0,1,0,0,1,2,27,6,0,2,0,1,15,126,0,28,6,5,80,4,263,49,0,0,0,5,0,0,24,0,0,3,11,37,2,1
KEN,0,9,7,0,3,0,1,45,56,6,0,261,53,5,18,183,46,0,60,68,12,8,0,2,6,0,0,14,148,4,7,1,62,3,280,232,37,320,41,94,64,46,0,68,0,1,16,2,0,0,12,38,327,2,0,83,2,29,18,121,1,117,13,192,53,6,0,221,1,1,13,1011,11,0,187,0,6,31,5,2,18,1,0,17,5,0,2,0,4,24,7,28,62,0,230,0,40,53,34,6,28,158,12,1,23,102,11,0,8,16,1,2,48,9,7,15,9,10,0,0,24,11,6,4,7,0,42,2,0,14,1,78,0,4,43,2,14,0,7,58,2,0,16,111,55,23,2,12,291,4,278,79,40,0,55,15,112,12,50,55,0,6,41,0,0,52,3,9,0,15,0,26,41,96,99,44,42,49,0,0,2,27,3,0,14,21,13,1,2,13,11,157,14,0,10,3,0,2,7,71,2,0,3,0,8,23,47,0,23,231,336,8,12,1304,9,0,1,0,9,0,0,48,1,1,3,6,563,94,98
KGZ,0,1,1,0,4,0,0,13,12,8,0,16,9,6,2,8,3,0,1,15,11,7,0,3,6,0,0,2,16,0,1,1,5,1,19,25,4,71,1,6,2,0,0,12,0,0,0,1,0,0,3,10,42,0,0,10,2,2,3,14,0,15,7,11,14,0,0,15,1,2,1,56,15,0,9,0,0,4,0,0,12,0,0,3,0,0,2,0,2,16,4,9,14,0,29,0,7,17,9,2,6,27,2,0,7,17,36,8,0,3,0,0,21,5,1,3,0,5,0,1,9,2,10,1,6,0,5,0,2,1,1,11,0,3,2,1,1,1,4,3,1,0,0,1,19,0,0,0,15,1,21,17,9,0,3,7,36,2,8,11,0,2,19,0,0,17,1,1,0,9,0,17,51,4,23,2,1,14,0,0,0,0,1,1,1,12,0,1,0,5,5,21,0,0,0,1,0,1,1,5,7,0,1,0,2,3,102,0,12,3,7,15,1,42,14,0,0,0,4,0,0,11,0,0,1,2,17,2,2
KHM,0,2,1,0,1,0,0,8,4,10,0,68,5,2,1,22,3,0,17,16,2,1,0,1,0,0,0,2,15,0,2,1,2,1,16,30,3,45,4,9,3,1,0,9,0,0,0,3,0,0,0,5,23,0,0,12,1,1,1,7,0,15,3,8,8,0,0,69,1,1,1,90,3,0,9,0,3,7,1,0,2,0,0,3,0,0,2,0,2,5,2,6,38,0,85,0,3,7,7,2,4,41,1,0,5,78,2,16,3,0,0,0,36,2,32,1,2,3,0,0,6,0,1,1,1,0,2,0,0,13,0,9,0,1,3,0,18,0,4,7,0,0,0,5,56,1,2,1,15,0,19,14,13,0,11,6,36,1,7,23,0,5,8,0,0,8,3,1,0,5,0,4,11,3,46,4,7,40,0,0,0,2,0,0,0,4,1,1,0,1,1,18,1,0,0,0,0,0,0,93,0,2,1,0,0,1,8,0,19,7,10,3,0,125,2,0,0,0,1,0,0,53,0,0,0,2,13,5,2
KIR,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
KNA,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,5,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,20,2,2,10,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,0,9,2,3,0,4,0,2,0,0,0,0,0,5,0,0,0,10,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,3,3,0,1,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,3,1,1,0,4,0,4,0,1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,3,0,52,0,0,0,0,0,0,0,1,0,0,0,0,20,0,2
KOR,0,6,18,0,13,1,0,399,141,116,0,1765,380,42,5,560,12,0,8,451,135,28,0,8,74,0,0,10,618,1,28,5,22,2,1536,816,307,6478,6,26,9,3,0,173,0,0,18,35,0,0,94,396,2125,0,0,495,4,133,83,721,0,1277,117,190,392,5,0,1454,2,3,26,2729,90,1,81,0,3,12,0,0,326,3,1,9,2,0,4,1,1,181,2,289,327,0,3983,0,247,760,113,30,327,1380,7,0,68,2381,55,48,21,36,0,0,178,97,15,54,2,11,0,0,151,1,94,40,73,0,113,7,5,14,2,383,0,11,3,6,32,59,63,7,2,0,4,7,742,8,4,2,169,3,712,324,109,0,271,154,1804,16,73,220,0,4,672,0,8,334,10,16,0,138,0,210,696,16,2153,34,10,738,0,0,0,2,2,0,0,130,1,1,2,96,82,565,1,0,0,8,0,2,4,630,1,0,1,0,3,125,649,0,1188,26,32,191,20,9343,97,0,3,0,10,0,0,1067,1,1,9,32,420,28,9
KWT,0,1,0,0,2,0,0,155,28,56,0,178,79,4,0,122,1,0,0,24,63,36,1,3,54,0,0,1,99,0,3,0,3,0,160,101,10,200,1,5,2,0,0,80,0,0,1,0,0,0,61,104,141,0,0,35,0,35,55,299,0,138,61,17,85,0,0,157,1,2,0,337,60,0,13,0,0,6,0,0,94,0,0,2,0,0,0,0,0,68,0,84,21,0,256,0,78,200,76,3,17,173,1,0,86,54,20,9,5,2,0,0,97,0,0,77,0,10,0,0,65,0,61,5,62,0,30,1,0,0,0,81,0,2,0,2,1,55,3,1,0,0,1,0,142,0,0,0,21,0,56,34,13,0,63,72,189,4,10,10,0,0,89,0,0,98,0,22,0,127,0,29,107,3,355,11,1,34,0,0,0,1,0,0,3,73,0,1,0,4,14,48,0,0,0,4,0,0,0,83,3,0,0,0,3,76,185,0,99,0,3,63,1,394,56,0,0,0,3,0,0,22,0,0,2,8,36,4,1
LAO,0,3,2,0,1,0,0,0,1,1,0,37,4,1,1,7,2,0,5,8,2,0,0,0,1,0,0,1,4,0,7,0,1,2,7,22,2,36,4,3,5,3,0,6,0,0,0,3,0,0,0,2,18,0,0,9,2,0,1,3,0,9,1,3,1,1,0,30,0,0,3,72,1,0,5,0,0,3,2,0,0,0,0,2,0,0,1,0,1,1,2,1,13,0,12,0,1,2,1,0,4,7,1,0,1,36,2,7,1,32,0,0,15,0,2,1,2,1,0,0,2,0,1,5,1,0,1,0,0,4,0,3,0,1,3,0,21,0,2,6,1,0,0,5,21,0,0,2,8,1,13,3,6,0,3,1,4,1,6,10,0,2,2,0,0,2,1,0,0,1,0,1,3,3,3,4,4,14,0,0,0,0,1,0,1,1,1,0,0,2,1,9,0,0,0,0,0,1,1,55,0,0,2,0,0,1,1,0,7,3,3,1,1,47,2,0,0,0,1,0,0,36,0,0,0,2,9,3,0
LBN,0,1,2,0,7,1,0,226,39,6,0,114,45,13,2,113,4,0,2,21,41,18,0,11,4,0,0,4,103,1,2,2,6,1,244,134,27,152,3,5,1,1,0,38,0,0,4,1,0,0,51,55,160,0,0,47,4,35,11,240,0,191,10,16,38,1,0,671,0,0,3,352,11,0,12,0,0,1,0,0,64,0,0,10,0,0,0,0,2,36,2,33,16,0,223,0,26,54,51,7,42,282,4,0,92,65,18,15,3,1,0,0,54,77,1,0,1,15,0,0,9,0,13,9,7,0,45,1,0,2,0,78,0,9,1,6,1,3,6,4,2,0,1,3,48,0,0,3,60,2,123,53,16,0,31,31,113,6,16,20,0,2,83,0,0,67,5,25,0,97,0,66,50,12,255,14,4,29,0,0,0,1,3,0,2,22,0,0,0,17,17,65,2,0,2,21,0,1,2,26,0,0,3,0,1,68,172,0,79,9,14,14,10,641,2,0,0,0,7,0,0,14,1,0,2,8,63,3,0
LBR,0,2,1,0,1,0,0,0,2,1,0,10,3,0,1,4,6,0,6,2,0,0,0,0,0,0,0,1,3,0,1,0,2,1,13,11,2,9,6,4,11,7,0,4,0,1,1,0,0,0,1,2,10,0,0,3,0,0,0,3,0,6,2,8,1,0,0,11,0,0,3,29,1,0,15,0,4,5,2,0,1,0,0,0,1,0,0,0,0,1,2,0,6,0,12,0,1,4,0,1,2,4,0,0,0,2,1,9,0,2,0,0,2,0,2,1,0,1,0,0,1,3,0,1,0,0,2,1,0,0,0,3,0,0,8,0,2,0,1,5,1,0,1,4,3,1,0,1,15,0,5,3,0,0,1,0,3,1,1,1,0,2,1,0,0,2,0,1,0,0,0,1,2,7,1,3,3,1,0,0,0,9,0,0,0,1,1,0,1,1,1,7,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,1,10,9,1,1,67,0,0,0,0,0,0,0,2,0,0,0,0,9,6,4
LBY,1,2,1,0,4,1,0,32,7,2,0,35,10,7,2,21,3,0,3,20,7,10,0,3,2,0,0,2,19,1,6,0,7,1,34,25,6,39,2,7,5,0,0,11,0,0,0,1,0,0,4,9,36,0,0,17,2,20,3,104,0,28,6,17,22,0,0,37,1,2,2,119,4,0,14,0,1,9,0,0,27,0,0,3,0,0,1,0,1,12,1,15,12,0,31,0,15,17,33,3,14,38,2,0,42,21,6,10,5,3,0,0,11,10,1,15,1,0,0,0,10,0,3,0,1,0,12,0,0,2,0,17,0,2,4,8,0,3,4,5,3,0,5,3,87,4,0,2,24,1,22,18,11,0,6,22,26,8,8,7,0,1,26,0,0,22,2,15,0,20,0,15,18,4,115,16,3,15,0,0,0,3,1,0,0,21,0,1,0,2,7,27,0,0,0,7,0,1,2,16,0,0,1,0,1,22,38,0,14,6,8,5,2,84,2,0,0,0,1,0,0,14,0,0,1,19,35,5,3
LCA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,30,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,0,0,0,0,0,3,0,0,6,0,0,7,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
LKA,0,4,1,0,3,0,0,18,23,63,0,356,80,11,1,102,6,0,5,51,65,7,0,2,58,0,1,6,110,2,13,3,6,1,94,121,15,266,4,12,9,3,1,81,0,0,6,3,0,0,60,76,138,0,0,36,3,7,67,94,0,90,76,28,90,0,0,110,1,3,1,398,63,0,28,0,0,10,0,0,74,0,0,9,1,0,3,0,5,73,2,70,49,0,264,0,80,90,16,6,20,126,5,0,17,134,9,24,9,6,0,0,151,65,2,9,1,10,0,0,4,1,62,0,57,0,10,2,0,4,2,87,0,1,3,0,17,55,6,4,3,1,1,5,160,3,0,0,34,2,59,54,40,0,128,8,124,14,14,43,0,4,82,0,1,90,2,5,0,69,0,27,86,4,51,4,8,74,0,0,0,2,2,0,0,76,1,0,1,2,4,59,0,0,1,6,0,2,1,138,0,0,1,0,5,8,80,0,122,8,13,70,4,355,56,0,0,0,2,0,0,39,0,0,0,9,52,6,8
LSO,0,1,1,0,1,0,0,4,1,4,0,2,2,0,2,2,2,0,2,6,0,0,0,0,3,0,0,1,2,0,0,0,10,0,3,19,2,7,6,7,6,3,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,8,1,0,0,7,0,0,0,6,4,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,7,0,2,0,2,0,1,1,0,1,1,4,0,0,0,1,4,11,2,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,7,0,0,0,15,2,9,0,0,8,0,5,0,0,0,0,0,4,1,5,3,0,0,1,0,0,1,0,1,0,0,0,1,1,7,0,1,2,3,0,0,0,5,0,0,0,0,3,0,0,0,1,2,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,13,2,1,36,0,0,0,0,0,0,0,1,0,0,0,0,41,11,13
LTU,0,0,2,0,10,1,0,16,34,68,0,178,183,7,3,223,3,0,1,9,120,1,0,30,109,0,1,2,122,1,3,1,5,1,103,220,28,203,2,3,3,1,0,75,0,0,2,2,0,1,92,226,434,0,0,153,3,4,61,92,0,353,157,5,231,0,1,316,0,0,3,475,83,1,4,6,0,0,0,0,176,0,0,3,0,0,0,0,2,146,1,169,14,0,137,1,125,126,8,26,59,339,2,0,13,71,26,6,10,1,0,0,94,61,1,13,0,3,0,0,62,0,0,12,210,0,14,1,7,3,0,85,0,19,2,13,1,65,4,2,2,0,0,1,85,0,0,1,16,1,202,160,5,0,74,4,91,3,9,11,0,2,437,0,0,207,5,2,0,58,0,93,184,1,42,3,3,18,2,0,0,1,1,1,0,142,0,0,0,62,79,256,1,0,0,2,1,1,1,68,1,0,1,0,1,12,173,0,89,5,7,170,6,328,55,0,0,0,2,0,0,11,0,1,6,4,38,3,2
LUX,0,0,0,0,4,1,0,20,15,6,0,93,104,0,1,248,1,0,2,9,13,1,0,6,4,0,0,2,41,0,0,1,3,2,112,151,19,141,0,3,5,1,0,16,0,0,4,1,0,0,17,47,453,0,0,114,1,4,0,12,0,182,18,4,62,0,0,335,0,0,0,374,4,0,8,0,3,0,0,0,55,0,0,1,1,0,0,0,0,25,0,31,13,0,43,0,50,30,5,13,25,238,1,0,4,50,6,4,1,1,0,0,40,5,5,9,1,0,0,0,0,0,12,0,11,0,5,0,0,0,0,16,0,7,0,8,0,2,1,1,0,0,0,2,12,0,2,1,5,0,181,65,5,0,15,4,20,0,3,5,0,2,65,0,0,82,0,3,0,5,0,35,32,3,19,1,3,22,0,0,0,3,0,0,0,18,0,0,1,19,44,117,0,0,0,2,0,0,0,6,0,0,0,0,0,9,35,0,21,1,2,11,0,311,5,0,0,0,1,0,0,15,0,0,2,0,31,0,0
LVA,0,0,1,0,5,1,0,6,13,63,0,102,147,5,3,132,3,0,1,4,102,1,0,13,75,0,0,2,102,0,0,1,4,1,51,146,23,124,1,3,2,0,0,69,0,0,7,1,0,0,75,143,303,0,0,75,2,6,59,73,0,210,192,4,153,0,0,195,0,0,2,285,72,0,4,0,0,1,0,0,114,0,0,6,0,0,0,0,2,104,1,115,6,0,97,0,90,77,3,16,47,229,2,0,2,47,27,7,6,1,0,0,73,62,1,7,0,1,0,1,57,0,210,11,0,0,8,0,6,1,0,87,0,12,1,15,2,59,4,3,1,0,0,1,65,2,0,1,10,1,97,76,3,0,72,2,76,2,5,6,0,2,227,0,0,141,2,0,0,56,0,64,204,3,13,3,4,12,0,0,0,0,1,1,0,94,0,0,0,49,59,135,0,0,0,0,0,1,1,62,4,0,1,0,0,3,110,0,91,2,4,143,4,201,68,0,0,0,4,0,0,2,0,0,2,1,27,2,2
MAF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,5,2,0,16,0,0,121,70,7,0,150,76,45,5,154,18,0,15,45,44,10,0,9,45,0,0,2,105,1,16,1,16,3,305,124,83,252,22,44,11,7,0,89,2,0,4,2,0,0,10,87,235,5,0,72,4,116,18,224,1,406,11,43,58,2,0,1129,0,1,7,331,52,0,36,1,2,6,2,0,93,0,0,6,1,0,1,0,3,26,3,62,17,0,271,0,27,62,46,1,76,361,4,0,58,108,8,42,5,2,1,0,113,30,1,45,2,12,0,0,10,0,14,5,8,0,0,2,0,6,0,63,0,7,10,8,5,2,5,8,11,0,11,10,73,3,0,11,64,3,118,66,11,0,21,24,132,7,24,51,0,5,121,0,0,153,3,81,0,34,0,124,115,14,411,30,32,27,0,0,1,3,3,0,6,65,1,0,0,52,74,111,0,0,5,17,1,2,3,31,0,0,1,0,0,158,275,0,80,9,19,27,10,407,15,0,0,0,6,0,0,38,1,0,12,29,151,11,10
MCO,0,0,0,0,2,0,0,2,2,1,0,39,11,2,0,15,1,0,1,1,1,0,0,1,0,1,1,1,13,0,0,0,0,0,21,24,5,15,1,1,1,1,0,2,0,0,2,1,0,0,3,3,37,0,0,10,0,0,0,1,0,37,0,1,6,1,0,105,0,0,0,49,3,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,4,0,7,1,0,7,0,7,3,0,1,10,32,1,0,1,13,2,2,0,0,0,0,7,1,0,1,1,0,0,0,2,1,1,0,0,0,2,0,0,1,0,3,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,16,15,0,0,3,0,2,3,1,1,2,0,8,0,0,11,0,1,1,5,0,1,7,1,7,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,9,2,1,2,2,52,1,0,0,0,0,0,0,2,0,0,0,0,8,0,1
MDA,0,0,0,0,4,0,0,1,3,11,0,7,16,7,0,14,0,0,0,1,13,0,0,4,8,0,0,0,8,0,0,0,0,0,10,19,5,15,0,0,0,0,0,0,0,0,0,0,0,0,3,16,69,0,0,8,0,0,0,2,0,21,5,0,8,0,0,25,0,0,1,35,14,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,13,0,17,1,0,7,0,5,3,3,0,8,28,0,0,0,5,5,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,5,0,6,0,1,0,5,0,0,0,0,0,0,2,0,0,0,2,0,12,7,0,0,8,1,2,0,2,1,0,0,19,0,0,11,0,0,0,0,0,84,55,0,0,0,0,2,0,0,0,0,0,0,0,11,1,0,0,10,5,10,0,0,0,0,0,0,0,4,2,0,0,0,0,3,15,0,1,0,0,21,1,52,3,0,0,0,0,0,0,2,0,0,1,0,8,0,0
MDG,0,0,1,0,1,0,0,2,4,5,0,29,5,3,1,26,1,0,5,5,2,0,0,0,1,0,0,1,20,1,0,1,3,3,32,37,6,27,7,7,4,4,0,9,2,0,1,2,0,0,1,8,62,0,0,14,2,1,6,4,0,22,1,5,12,0,0,127,0,0,1,96,6,0,8,0,0,0,0,0,8,0,0,1,0,0,0,0,2,4,3,5,12,0,17,0,3,5,1,0,7,28,1,0,2,13,1,14,1,13,0,0,14,0,4,2,0,2,0,0,4,0,3,0,1,0,6,1,0,0,0,17,0,1,5,0,1,0,3,5,2,0,2,4,5,2,2,0,7,1,22,4,4,0,6,0,9,5,9,8,0,1,9,0,0,24,7,1,0,3,0,7,6,4,7,3,15,6,2,0,0,0,1,0,0,4,1,0,0,2,3,13,0,0,3,1,0,1,2,9,0,0,1,0,0,2,8,0,3,5,8,5,3,132,1,0,0,0,1,0,0,6,0,0,0,3,21,2,1
MDV,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,2,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
