,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
GHA,0,0,0,0,0,0,0,0,0,4,2,0,0,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,2,0,0,0,0,0,0,0,0,0,2,36,0,0,26,0,0,2,8,0,0,0,0,2,0,18,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,22,0,20,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,2,8,4,0,0,76,0,0,0,0,0,0,0,0,0,4,0,2
GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,8,0,0,104,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0
GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,12,0,0,6,10,30,0,88,134,0,0,256,0,2,2,86,0,0,4,12,0,0,0,38,0,0,0,0,0,204,286,6,90,0,0,0,0,0,2,0,2,4,0,78,108,894,0,0,192,0,16,2,20,0,364,4,0,90,0,752,0,0,1234,10,0,0,0,0,0,0,0,0,2,0,0,0,36,0,82,4,20,36,2,0,10,108,642,0,2,160,8,4,0,0,0,20,4,0,6,0,0,0,0,0,0,16,4,6,4,0,4,0,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,100,0,12,4,0,0,0,2,0,0,150,92,0,0,0,68,292,0,0,0,0,18,0,0,0,0,0,0,0,62,56,242,0,0,2,0,0,8,0,0,0,2,2,26,28,0,0,58,2,1366,4,0,0,2,2,0,0,0,40,18,0,0
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GTM,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,0,2,0,0,0,2,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,2,0,0,0,0,0,0,0,0
GUF,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,2,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,52,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0
GUY,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
HND,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,2,0,0,0,0,0,0,0,0
HRV,0,0,0,0,0,0,8,0,0,24,84,0,0,34,0,0,0,24,0,0,28,0,0,0,0,12,0,0,0,0,0,26,78,0,10,0,0,0,0,0,0,0,0,0,0,0,30,238,0,0,26,0,2,0,4,0,42,6,0,14,0,136,0,0,94,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0,64,0,6,4,0,0,2,26,122,0,0,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,8,2,4,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0,4,0,0,0,0,0,0,0,38,12,0,0,0,18,44,0,0,0,0,8,0,0,0,0,0,0,0,30,150,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,254,0,0,0,0,2,0,0,0,10,6,0,0
HTI,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,0,2,4,2,0,0,0,0,0,0,0
HUN,0,0,2,0,0,4,42,2,0,92,244,0,0,330,0,0,0,84,0,0,2,4,0,0,0,62,0,0,0,0,0,268,238,20,82,2,0,0,0,0,4,0,6,0,0,34,134,1104,0,0,136,0,2,0,14,0,218,8,2,166,0,594,0,0,618,4,0,0,0,0,0,82,0,0,0,0,0,0,64,0,0,0,96,42,10,0,2,114,440,0,0,296,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,8,2,6,2,0,4,0,0,30,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,4,0,250,40,0,8,0,4,0,0,6,0,0,198,88,0,0,0,136,216,0,4,0,2,6,0,0,0,0,0,0,0,62,40,238,0,0,4,0,0,6,0,0,0,0,0,32,54,0,0,38,0,1432,0,0,0,8,0,0,0,0,32,24,0,0
IDN,0,0,0,0,0,0,2,0,0,162,8,0,0,10,0,2,10,0,0,0,0,2,0,0,0,12,0,2,0,0,0,38,6,6,18,0,2,0,0,0,0,0,0,2,0,0,2,74,0,0,4,0,0,0,6,0,6,0,0,2,0,56,0,0,76,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,20,2,0,0,2,2,14,0,0,196,0,6,0,2,0,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,42,0,0,0,2,0,110,0,2,2,0,2,2,6,14,0,6,6,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,2,0,14,0,0,2,0,0,36,0,0,0,0,0,2,8,0,0,0,0,172,0,0,0,2,24,2,0,0,0,2,0,2
IND,0,0,0,0,0,8,50,0,0,268,108,0,0,98,0,2,70,50,0,0,0,6,0,0,0,156,2,2,6,6,0,342,222,48,300,0,4,0,0,0,36,0,8,10,0,42,48,1104,0,0,68,2,6,24,22,6,152,0,10,54,2,570,0,0,870,4,4,0,0,2,0,20,0,0,2,2,0,2,6,0,96,20,0,40,30,0,4,80,310,2,2,806,0,18,0,0,0,334,10,2,2,0,2,0,0,18,0,2,0,0,10,0,0,2,0,98,0,4,4,0,0,2,0,2,0,10,2,96,0,0,0,12,0,224,38,30,28,10,16,0,4,42,0,0,170,22,0,0,0,46,224,0,24,4,6,106,0,0,0,0,0,0,0,10,70,154,0,0,8,0,0,40,0,0,0,4,10,14,294,2,4,22,2,2534,8,0,0,4,18,0,0,12,4,42,2,4
IRL,0,0,2,0,0,6,8,0,0,110,40,0,0,162,0,0,2,26,0,0,0,0,0,0,0,14,0,0,0,0,0,130,126,8,52,0,0,0,0,0,0,0,0,0,0,12,20,352,0,0,94,0,0,0,8,0,162,6,2,116,0,272,0,0,1432,2,0,0,0,0,0,36,0,0,0,0,0,0,4,0,42,2,40,0,4,0,16,32,230,0,2,100,2,8,0,0,0,30,0,0,0,0,6,0,0,0,0,4,2,2,0,0,0,0,0,12,0,2,0,2,0,0,0,0,0,4,0,8,0,0,0,0,0,234,32,0,34,0,4,2,0,4,0,0,48,56,0,0,0,34,78,0,6,2,0,36,0,0,0,0,0,0,0,16,4,156,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,4,10,760,2,0,0,2,0,0,0,0,2,8,0,2
IRN,0,0,0,0,0,4,2,0,0,118,20,6,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,178,14,0,6,0,2,0,0,0,0,0,0,2,0,2,0,66,0,0,4,0,2,0,0,0,10,0,2,6,0,56,0,0,230,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,30,4,0,0,0,0,66,0,0,48,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,26,0,0,6,0,6,0,0,6,0,0,8,0,0,0,6,2,22,0,2,0,0,2,0,0,0,0,0,0,0,2,0,16,0,0,4,0,0,0,2,0,0,0,0,6,22,0,0,4,0,250,2,0,0,0,0,0,0,0,0,6,0,0
IRQ,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ISL,0,0,0,0,0,0,2,0,0,22,12,0,0,16,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,20,34,8,12,0,0,0,0,0,2,0,2,0,0,0,2,62,0,0,116,0,0,0,0,0,20,2,0,56,0,56,0,0,124,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,2,2,4,16,0,0,0,2,24,0,0,38,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,66,0,8,0,2,0,0,6,0,0,6,12,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,2,2,114,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,146,0,0,0,0,0,0,0,0,2,0,0,0
ISR,0,0,0,0,0,2,32,2,0,198,94,0,0,210,0,0,4,28,0,0,0,10,0,0,2,106,0,0,0,4,0,510,312,48,164,0,0,0,0,0,16,0,8,0,0,10,64,1504,0,0,146,2,0,0,22,2,282,4,2,122,0,766,0,0,914,12,2,0,0,0,0,108,0,0,2,0,0,0,26,0,114,2,80,32,0,0,2,0,564,0,18,362,38,14,2,0,0,92,4,0,2,0,0,0,0,0,0,12,6,8,2,0,6,0,0,76,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,324,80,4,26,0,0,0,4,6,0,0,198,40,0,16,0,24,406,0,8,0,0,24,0,0,0,0,0,0,0,30,28,206,0,0,0,0,0,14,0,2,0,0,2,112,48,0,0,108,10,4696,8,0,0,10,0,0,0,0,16,80,0,6
ITA,0,2,30,0,2,12,250,84,0,736,844,4,0,1280,6,22,8,226,0,0,8,42,2,0,10,626,4,0,0,2,2,1270,2164,154,510,4,4,0,2,0,20,0,10,36,0,70,440,4990,0,0,706,0,26,6,76,4,2598,38,18,538,0,4970,0,0,5500,44,0,4,6,6,2,642,0,0,6,0,0,2,122,2,440,14,310,230,66,0,24,564,0,0,12,1164,30,22,2,0,0,270,0,0,20,0,2,0,0,6,0,36,24,10,76,8,18,10,0,222,0,8,6,8,0,0,2,0,0,2,2,12,2,12,0,36,4,2008,376,2,96,2,36,0,16,18,0,0,864,410,0,0,0,302,1512,0,18,2,10,22,0,0,0,0,0,0,0,174,148,1194,0,0,4,0,0,24,0,0,0,2,34,210,138,14,8,160,18,9640,12,0,0,58,6,0,0,0,74,120,2,4
JAM,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,4,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,74,0,0,2,2,0,0,0,0,0,2,0,0
JOR,0,0,0,0,0,30,2,0,0,8,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,22,2,0,6,0,0,0,0,0,0,0,0,0,0,2,6,62,0,0,2,0,2,0,2,0,2,0,0,16,0,12,0,0,66,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,18,12,0,0,2,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,2,2,2,26,0,0,0,2,0,0,2,4,0,0,2,0,8,0,26,4,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,112,0,0,0,0,0,0,0,0,2,2,0,0
JPN,0,0,0,0,2,8,92,24,0,1262,366,2,0,470,2,4,92,66,0,0,0,36,0,2,4,378,0,0,2,2,0,1616,856,56,3216,4,0,2,2,0,18,0,4,2,0,2,336,3180,0,0,320,2,6,8,164,0,608,26,6,252,4,1866,0,0,3118,24,20,0,2,4,0,160,0,2,0,4,0,8,34,2,296,196,806,100,48,2,38,362,1164,4,2,0,44,22,0,2,0,2030,6,0,0,0,0,0,0,48,0,8,2,18,6,0,2,10,0,172,0,10,0,4,24,26,0,0,0,0,0,136,0,6,0,22,0,726,172,34,210,8,42,2,6,148,0,4,558,66,10,0,0,144,1510,0,30,6,2,184,2,0,2,0,0,0,0,94,116,768,0,0,8,0,0,542,4,0,0,2,16,202,566,20,2,180,6,13888,22,0,0,8,94,0,2,2,50,104,4,0
KAZ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,2,0,0,0,4,0,30,2,0,4,0,18,0,0,68,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,38,30,0,0,44,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,58,2,0,0,0,0,0,0,0,0,0,0,0
KEN,0,0,0,0,0,0,0,0,0,28,4,0,0,82,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,2,58,36,2,6,4,10,2,0,0,4,0,4,0,0,0,2,56,0,0,14,0,0,0,6,2,8,0,22,4,0,24,0,4,286,0,4,0,2,0,0,4,0,0,2,0,0,0,0,0,0,6,18,8,0,0,4,14,22,2,0,22,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,0,0,10,0,0,0,2,0,0,0,8,0,2,0,6,10,0,70,6,6,12,0,0,4,4,10,0,0,0,0,0,0,0,0,0,2,0,2,6,2,0,0,0,0,0,0,0,0,2,24,0,0,2,2,0,18,0,0,0,0,0,0,0,34,30,0,0,304,0,0,0,6,0,0,0,0,0,52,4,22
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0
KHM,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0
KNA,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
KOR,0,0,0,0,0,0,36,20,0,256,92,2,0,36,0,0,8,38,0,0,0,14,0,0,0,78,0,0,0,0,0,478,222,36,766,0,2,0,0,0,44,0,2,2,0,34,40,660,0,0,56,0,2,22,14,0,168,2,0,40,2,294,0,0,610,0,0,0,2,0,0,20,0,0,0,0,0,0,4,0,58,10,334,30,4,0,2,92,270,0,2,2030,32,4,0,0,0,0,4,0,0,0,0,0,2,4,0,2,0,0,2,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,134,16,16,40,0,16,0,0,4,0,0,198,10,0,0,0,48,530,0,2,0,0,62,0,0,0,0,0,0,0,10,60,132,0,0,0,0,0,28,0,0,0,0,2,36,300,2,2,68,2,5066,14,0,0,0,20,0,0,0,6,8,0,0
KWT,0,0,0,0,0,10,0,0,0,4,8,0,0,6,0,0,8,6,0,0,0,0,0,0,0,2,2,0,0,0,0,18,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,44,0,4,2,2,24,0,10,0,0,58,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,2,0,6,0,0,0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,2,4,8,0,0,0,0,142,0,0,0,0,0,0,0,0,0,4,0,0
