,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
MMR,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,2,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,20,0,0,0,0,2,0,0,2,0,0,2,8,0,0,4,0,0,0,0,0,0,0,0,2,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,0,0,0,2,0,0,0,40,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,2,32,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,36,0,0,0,4,0,0,0,0,0,0,0
MOZ,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,6,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,24,0,2
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MWI,0,0,0,0,0,0,2,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,2,0,0,0,0,0,0,0,0,0,0,2,10,0,0,2,0,0,0,0,0,0,0,0,8,0,0,20,0,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,2,0,10,6,0,0,106,0,0,0,0,0,0,0,0,14,6,6
MYS,0,0,2,0,0,2,6,2,130,12,0,0,22,0,0,14,4,0,0,0,0,0,0,0,20,0,0,0,0,0,32,22,4,318,2,2,0,0,4,0,0,0,4,0,2,76,0,0,10,0,0,2,6,0,8,0,0,2,2,0,42,0,0,216,2,4,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,52,112,6,34,2,2,4,20,0,2,226,0,2,0,6,0,0,42,8,0,0,0,4,0,14,0,0,0,2,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,4,0,34,4,2,24,6,16,4,4,30,0,4,4,0,0,2,0,2,20,6,0,6,2,0,106,0,0,0,0,0,2,0,0,2,0,16,0,0,0,0,0,62,0,0,0,2,2,10,42,0,2,0,0,184,4,0,0,24,2,0,0,0,16,2,0
NAM,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,42,2,0
NCL,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,70,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,2,0,10,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,0,2,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
NGA,0,0,2,0,0,0,2,0,14,6,0,0,10,10,12,2,0,0,0,0,0,0,0,0,8,0,0,0,4,0,8,14,4,6,6,22,2,0,6,0,0,2,2,0,2,72,0,0,18,0,0,2,2,0,8,2,0,0,0,0,16,0,4,156,2,8,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,4,24,2,4,0,0,4,24,12,0,28,0,12,0,0,0,0,0,2,0,2,0,0,0,10,0,0,6,0,0,0,0,0,2,0,0,6,0,0,0,0,2,0,0,0,8,4,0,0,6,0,0,8,2,2,4,0,2,2,4,0,0,0,2,0,2,2,0,0,2,4,0,4,0,0,2,0,0,0,0,0,2,0,2,2,0,6,0,0,0,0,6,4,0,0,0,0,2,4,6,8,4,0,0,186,0,0,0,0,0,0,0,0,48,0,2
NIC,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,16,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,0,0,0,0,0,0,0,0
NLD,0,0,0,0,50,8,140,22,906,686,2,0,2682,24,20,18,86,0,0,0,28,0,0,22,398,2,6,0,4,6,1444,1454,106,662,4,12,0,0,46,0,0,26,8,46,356,5224,0,0,932,2,6,22,56,4,1704,46,38,676,0,0,3212,0,4,5784,0,46,0,0,2,0,0,462,0,2,6,0,0,0,76,0,312,98,276,316,40,0,46,472,2608,4,6,882,36,82,2,0,0,0,220,2,2,10,0,4,0,14,0,30,30,18,4,0,14,4,134,0,2,8,0,0,0,0,2,0,0,0,12,34,0,4,0,8,2,0,718,6,164,2,10,0,20,34,0,4,632,0,468,0,0,2,134,1050,0,10,16,12,74,0,0,0,2,0,40,0,10,126,152,1368,0,0,4,0,12,80,0,0,0,0,12,142,96,54,20,98,4,7256,4,0,28,40,4,0,0,0,268,10,26
NOR,0,0,0,0,0,2,22,0,234,184,0,0,286,0,0,4,20,0,0,6,8,0,0,2,96,0,4,0,10,0,512,330,14,236,0,2,4,0,6,0,0,2,10,0,152,1038,0,0,892,0,0,0,6,2,470,50,22,592,0,0,864,0,0,1808,0,4,0,0,0,4,0,134,0,6,4,0,0,0,12,0,60,2,60,76,8,0,140,74,638,6,2,172,2,2,0,2,0,0,54,6,0,2,0,2,0,0,0,42,12,8,2,0,0,0,42,0,0,12,0,0,0,2,2,0,0,0,0,4,6,2,0,2,0,718,0,10,84,0,2,0,0,2,0,0,222,0,128,0,0,2,46,466,0,2,2,0,20,0,0,2,0,0,16,0,0,50,70,1312,0,0,0,0,0,12,0,0,0,0,2,38,10,20,26,32,2,2150,0,0,0,2,0,0,0,0,60,4,12
NPL,0,0,0,0,0,0,0,0,6,4,0,0,8,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,10,0,8,2,0,0,0,2,0,0,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,4,0,0,46,0,0,0,2,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,10,0,2,0,14,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,94,0,0,0,0,0,0,0,0,4,0,0
NZL,0,0,2,0,0,10,28,0,1164,48,2,0,68,0,0,4,6,0,0,0,0,0,0,0,54,0,0,0,2,0,378,112,40,156,2,0,0,0,2,0,0,0,2,2,18,408,0,0,154,0,0,2,2,0,110,6,2,50,12,0,190,0,0,1174,2,4,0,0,2,0,0,14,0,0,0,0,0,0,2,0,22,18,42,46,16,0,14,50,178,0,2,208,0,2,0,0,0,0,74,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,4,24,0,10,0,4,0,164,84,2,0,10,6,2,2,10,0,8,58,0,18,2,0,2,6,62,0,2,2,0,82,2,0,0,0,0,10,0,0,10,8,142,0,0,0,0,0,46,0,0,0,2,4,10,18,0,2,4,0,1636,0,0,12,4,2,0,0,0,90,0,0
OMN,0,0,0,0,0,6,4,0,2,2,0,0,0,0,0,6,2,2,0,0,0,0,0,0,2,0,0,0,0,0,20,4,0,4,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,4,0,8,0,2,0,0,4,0,0,12,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,2,0,0,10,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,10,0,2,0,0,2,0,0,2,0,0,0,0,2,0,4,0,12,8,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0,4,0,0
PAK,2,0,2,0,0,6,10,0,30,14,0,0,10,0,0,20,6,0,0,0,0,0,0,0,20,0,10,0,0,0,90,36,10,42,2,8,2,0,4,0,0,0,4,0,4,70,0,0,4,0,0,2,16,0,6,0,0,2,0,0,32,0,0,188,2,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,8,10,56,6,12,0,0,6,42,0,0,46,2,2,0,0,0,0,24,8,2,2,0,0,0,14,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,10,2,14,6,2,0,2,4,10,0,0,4,0,2,4,0,0,6,14,0,18,0,2,18,0,0,0,0,0,2,0,0,2,0,22,0,0,2,0,0,10,2,0,0,2,4,24,12,4,4,0,4,232,0,0,0,6,0,0,0,0,10,6,0
PAN,0,0,2,0,0,0,8,0,14,4,0,0,8,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,6,16,8,2,2,2,0,0,12,0,0,14,2,0,8,32,0,0,2,2,0,12,2,0,28,0,0,0,0,0,12,0,2,54,2,2,0,0,0,0,0,2,0,0,2,2,0,6,0,0,0,4,2,2,2,0,0,2,12,0,0,10,0,2,0,0,0,0,6,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,2,0,2,0,14,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,4,0,0,2,0,0,2,0,8,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,0,2,196,0,0,12,0,0,0,0,0,8,0,0
PER,0,0,2,0,0,0,46,0,8,8,0,0,24,0,0,4,0,0,0,0,0,0,0,20,58,0,0,0,0,0,30,16,22,4,2,2,0,0,24,0,0,2,8,0,2,52,0,0,6,0,2,22,2,0,40,2,0,10,0,0,44,0,0,90,2,4,0,0,0,0,0,4,0,0,0,2,0,2,6,0,0,8,6,2,2,0,0,0,36,0,0,24,0,4,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,20,0,0,2,0,4,14,0,2,0,0,2,0,0,10,0,0,2,2,0,4,0,0,4,0,0,0,0,0,2,0,2,2,0,12,0,0,0,0,0,4,0,0,0,0,4,2,2,0,6,0,10,290,0,0,8,0,0,0,0,0,10,0,0
PHL,0,0,0,0,0,0,14,0,66,10,0,0,2,0,2,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,38,14,2,98,0,0,0,0,6,0,0,0,2,0,2,50,0,0,14,0,0,0,0,0,14,2,4,6,6,0,24,0,0,46,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,2,22,56,0,4,0,0,6,12,0,0,230,0,2,0,0,0,0,38,0,2,0,0,0,0,12,0,0,0,2,0,2,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,30,0,4,0,0,0,34,2,0,10,2,10,0,2,0,0,4,2,0,4,0,0,0,0,6,0,2,0,2,38,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,50,0,0,2,0,0,16,22,2,4,0,0,236,0,0,0,22,2,2,0,0,4,0,0
PLW,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,2,0,0,0,8,0,2,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,4,0,0,8,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,4,4,0,0,0,0,0,0
POL,0,0,2,0,2,0,46,66,302,534,0,0,662,0,0,0,130,2,0,2,134,0,0,2,204,0,0,0,0,0,596,666,70,256,0,2,0,0,8,0,0,2,4,14,584,2864,0,0,314,0,4,0,22,0,762,28,0,298,0,0,1916,0,0,1536,26,2,0,0,0,0,0,306,0,0,0,0,0,0,92,0,260,6,186,60,6,0,8,254,1094,0,12,788,42,0,0,0,0,0,266,2,0,8,0,8,0,4,0,74,28,28,2,0,44,0,106,0,8,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,632,222,4,58,2,4,0,2,2,0,0,0,0,188,0,0,2,170,1074,0,8,0,0,46,0,0,0,0,0,44,0,0,284,192,646,0,0,0,0,0,26,0,0,0,0,0,62,144,0,0,580,2,3200,4,2,8,12,0,0,2,0,110,0,0
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,10,2,0,0,0,70,10,74,256,2,0,298,0,0,2,58,0,0,2,64,0,0,0,422,0,0,0,0,0,170,360,40,118,0,0,0,0,6,0,0,2,8,2,124,860,0,0,138,0,6,0,4,0,1066,16,0,196,0,0,968,0,0,1298,4,2,0,0,0,0,0,164,0,0,0,0,0,0,12,0,144,2,66,94,4,0,20,102,624,2,4,108,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,12,10,10,30,0,4,0,34,0,0,0,0,0,0,2,12,0,0,0,0,0,2,2,0,2,0,468,128,2,18,0,2,2,0,4,0,0,188,0,0,0,2,0,74,266,0,0,2,0,12,0,0,0,0,0,14,2,0,28,80,280,0,0,0,0,0,12,0,0,0,0,8,32,6,0,2,60,4,1158,4,0,12,2,0,0,0,0,32,0,2
PRY,0,0,2,0,0,0,20,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,2,2,8,2,2,2,0,0,4,0,0,2,2,0,2,6,0,0,0,0,0,4,2,0,8,0,0,0,0,0,6,0,0,12,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,4,2,10,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,10,28,0,0,0,0,0,0,0,0,2,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,26,0,6,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,2,0,8,4,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,6,0,0,0,18,26,36,54,6,0,184,0,0,0,72,0,0,2,2,0,0,0,32,0,0,0,0,0,86,122,10,72,2,0,0,0,2,0,0,0,2,34,82,526,0,0,38,0,8,2,4,0,226,8,0,52,0,0,670,0,0,298,2,4,0,0,0,0,0,110,0,0,0,0,0,0,22,0,154,2,68,46,6,0,0,52,352,2,0,194,4,2,0,0,0,0,66,4,0,0,0,0,0,2,0,10,0,6,18,0,24,0,24,0,4,0,0,0,0,2,0,0,0,0,0,20,0,0,0,2,0,134,46,0,6,0,6,2,2,0,0,0,170,0,74,2,0,0,0,162,0,6,0,0,14,0,0,0,0,0,8,0,0,58,24,76,0,0,0,0,0,4,0,0,0,0,2,46,42,0,2,24,0,460,4,0,6,4,0,0,0,0,16,0,0
RUS,0,0,6,0,0,6,70,114,374,442,36,0,604,0,4,0,200,4,0,4,290,0,0,2,378,0,0,0,2,2,820,968,48,650,2,2,0,0,30,0,0,4,6,44,528,5078,0,0,350,0,4,16,16,0,828,74,2,590,0,0,2534,0,0,2428,102,2,0,0,0,0,0,280,0,0,0,0,0,0,92,0,262,10,262,170,40,2,16,382,1650,2,8,1602,114,2,16,0,0,0,634,6,0,6,0,4,0,4,0,50,10,78,10,0,38,0,258,0,2,0,2,2,0,32,0,0,0,0,0,6,0,0,0,4,0,1050,466,0,62,4,14,0,2,6,0,2,1074,0,266,0,0,0,162,0,0,4,0,0,30,0,0,0,0,0,32,0,0,238,162,1072,0,0,0,0,0,14,10,0,0,2,4,164,292,4,0,684,4,5032,104,0,14,18,0,0,0,0,74,0,0
