,ABW,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
NLD,0,6,5,9,0,0,43,339,128,1,2368,1339,84,6,3726,40,14,44,97,11,2,12,103,4,3,18,981,4,6,3,9,1,2547,2594,370,1892,9,18,9,6,0,212,0,4,27,49,1,1,47,730,7525,0,2,1807,3,17,48,101,4,3347,145,78,1056,3,4561,1,33,8859,99,83,0,0,10,3,0,905,2,10,5,2,6,2,172,0,533,170,668,631,254,15,120,626,4131,5,19,1113,13,153,2,10,0,2,415,15,5,39,1,5,3,3,25,0,90,101,74,122,9,6,4,2,307,0,30,4,42,3,7,5,15,4,0,6,21,171,13,7,5,54,5,0,0,1221,35,1,333,14,144,24,71,43,0,8,1081,1,887,1,3,77,483,839,22,279,30,10,329,0,7,2,0,0,235,0,0,15,238,282,2251,0,4,8,0,2,219,1,0,0,0,5,21,605,0,283,62,67,203,44,9350,3,0,1,1,37,146,0,0,2,2,703,13,26
NOR,0,5,1,6,0,0,5,144,111,0,772,519,85,0,501,4,4,22,46,4,1,11,102,4,2,2,278,2,0,0,17,0,824,705,168,786,3,8,4,2,0,118,0,1,11,33,0,1,19,395,1742,0,1,1385,1,11,4,29,0,983,111,53,756,4,1355,0,1,2772,95,14,0,0,2,0,0,422,2,16,7,0,2,1,112,0,255,28,403,190,80,4,165,228,1112,3,9,430,6,34,4,2,0,1,141,4,1,14,0,2,4,1,15,0,76,66,37,101,6,3,4,1,88,0,11,9,17,0,3,4,11,0,0,2,11,72,11,3,3,18,1,0,1221,0,29,0,140,7,71,7,40,15,0,4,513,0,336,1,3,48,226,438,4,82,11,3,68,0,1,0,0,1,156,0,0,0,173,172,1907,0,3,1,1,0,63,0,0,0,0,1,12,222,0,175,57,35,72,9,2627,2,0,0,0,5,18,0,0,0,0,352,17,14
NPL,0,1,0,0,0,0,1,1,0,0,46,13,0,0,22,0,0,25,0,0,0,0,0,0,0,0,12,0,0,3,0,0,29,37,1,59,0,1,0,0,0,1,0,0,0,0,0,0,0,3,32,0,0,14,0,0,1,0,0,8,0,7,6,0,26,0,0,83,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,7,92,4,2,0,4,1,23,0,2,59,0,5,1,3,0,0,42,1,0,1,0,0,0,0,7,0,0,2,0,0,0,1,0,2,3,0,0,0,1,4,0,0,0,0,0,0,3,12,0,0,1,3,0,0,35,29,0,0,20,0,18,0,6,4,0,0,2,0,8,0,0,1,1,2,1,5,1,2,5,0,1,0,0,2,1,0,0,0,2,0,15,0,0,0,0,0,20,0,0,0,0,0,0,1,0,2,8,5,0,0,150,0,0,0,0,0,9,0,0,0,0,15,2,1
NRU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NZL,0,4,1,0,0,0,21,74,78,0,1897,214,1,1,295,3,0,15,95,2,2,2,77,2,1,2,241,3,2,0,4,0,607,355,117,676,3,5,2,3,4,113,0,0,5,6,0,1,82,148,717,0,1,181,0,1,7,109,0,357,100,7,186,26,529,3,1,1695,81,8,0,1,4,1,0,127,0,4,2,0,1,0,91,0,116,34,197,172,133,13,20,67,444,4,5,267,2,30,1,3,4,3,186,1,5,12,1,1,2,0,98,3,81,7,1,4,0,2,1,3,152,2,2,0,6,2,1,3,1,0,0,0,2,193,1,22,0,23,0,2,333,140,20,2,0,7,132,8,22,26,2,10,157,0,150,1,3,96,34,155,3,99,0,1,164,2,1,1,0,0,93,0,0,0,18,11,262,0,3,3,0,0,153,0,0,0,4,6,4,128,2,130,7,7,90,24,2143,3,0,0,0,6,26,2,4,0,0,184,6,24
OMN,0,2,0,0,0,0,46,4,2,0,40,23,0,0,6,2,0,7,3,14,0,0,1,2,0,1,15,0,1,0,2,0,56,12,4,24,2,2,1,0,0,7,0,0,2,0,0,0,4,9,65,0,0,6,0,5,0,40,1,20,4,2,12,2,35,0,2,89,3,1,0,0,0,0,0,6,0,0,1,0,0,0,5,0,7,3,75,6,27,8,4,5,31,0,11,22,0,9,0,0,0,0,34,14,0,15,0,0,2,0,4,0,2,1,0,10,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,62,1,2,0,3,0,0,14,7,0,0,7,0,55,1,3,3,0,2,7,0,12,0,4,25,4,9,2,61,9,0,11,0,1,0,0,0,5,0,0,0,3,0,16,0,0,6,0,0,15,0,0,0,0,0,15,21,0,5,1,3,3,2,82,1,0,0,0,0,4,0,0,0,10,20,2,0
PAK,0,12,0,2,0,0,35,29,104,0,173,190,5,0,127,5,1,64,93,5,0,3,78,3,0,1,207,2,5,0,6,0,286,184,20,856,3,9,6,0,0,103,0,0,3,25,0,0,86,142,423,0,1,62,1,38,9,168,0,184,85,29,140,3,285,0,0,675,100,4,0,0,2,0,0,128,0,0,6,0,0,1,122,0,127,25,318,106,166,13,5,26,280,1,17,153,9,21,4,4,0,0,379,10,4,17,0,3,2,0,93,0,79,8,2,29,0,3,3,0,142,0,2,2,0,2,0,2,1,0,0,1,1,451,1,3,1,25,0,0,144,71,18,0,132,55,0,4,39,18,0,2,138,0,95,0,3,109,74,169,4,756,5,1,67,0,1,1,0,0,105,0,0,0,40,6,146,0,1,5,0,0,156,9,0,0,0,0,10,254,0,119,9,9,114,4,846,8,0,0,0,2,15,0,0,0,2,108,11,4
PAN,1,3,0,0,0,0,1,18,0,0,35,4,0,0,11,2,0,2,1,2,0,1,0,2,1,5,45,2,0,0,3,0,40,23,12,19,1,6,5,1,0,36,0,0,26,1,0,1,2,5,70,0,0,14,3,0,14,3,0,30,3,4,4,2,24,0,1,58,3,2,0,0,0,0,0,6,0,0,9,2,0,5,1,0,4,5,29,0,4,2,2,3,18,1,4,17,0,7,0,0,0,0,4,1,0,5,0,0,1,0,6,0,1,1,0,3,0,1,1,0,27,0,3,0,0,0,0,2,0,0,0,0,1,8,1,2,0,2,4,0,24,7,0,0,8,1,4,0,16,6,0,1,5,0,6,1,2,3,2,5,2,8,1,0,9,0,1,9,0,0,2,0,0,0,2,1,9,0,0,1,0,0,7,0,0,0,0,2,1,3,0,12,2,5,1,8,243,0,0,0,0,12,4,0,0,0,0,11,3,0
PER,0,4,0,0,0,0,2,84,24,0,75,20,0,0,53,5,1,8,7,3,1,0,0,3,0,31,205,1,1,0,3,0,70,70,93,71,4,6,3,1,0,76,0,0,13,31,0,1,3,40,97,0,1,44,2,0,43,6,0,181,6,6,32,1,143,0,2,207,3,2,0,0,2,0,0,31,0,0,6,2,1,7,24,1,38,14,64,5,8,8,4,15,99,2,5,56,1,19,0,3,0,0,42,1,1,10,0,0,2,0,4,0,1,3,2,9,0,2,1,0,119,0,2,2,0,0,0,2,0,0,0,0,6,13,1,4,1,12,1,0,71,40,6,0,22,3,39,16,0,11,0,3,44,0,28,8,2,4,34,41,4,9,2,1,11,0,3,3,0,0,24,0,0,0,28,1,49,0,0,1,0,1,43,0,0,0,0,1,7,36,0,15,9,8,29,15,594,1,0,0,0,30,8,0,1,0,0,72,4,4
PHL,0,3,0,0,0,0,3,19,2,0,132,27,0,0,31,7,1,22,6,3,0,3,1,3,0,1,45,0,2,0,4,0,52,42,22,143,4,6,4,4,0,18,0,0,5,2,0,0,3,10,88,0,0,20,1,0,3,16,0,33,9,4,19,3,70,1,0,138,4,7,0,0,0,0,0,16,2,0,1,1,1,1,5,0,11,78,105,9,15,2,6,3,44,1,7,185,0,15,0,18,0,0,114,1,8,8,0,1,4,0,17,0,3,0,2,6,0,3,1,0,20,0,3,0,0,7,0,2,0,0,0,1,1,95,1,5,0,7,0,0,43,15,4,0,26,3,18,6,11,0,1,4,12,1,14,0,2,4,4,21,3,14,1,3,79,2,1,1,0,0,6,0,0,0,8,3,22,0,0,1,0,0,83,0,0,0,0,0,2,19,0,126,9,5,5,9,321,0,0,0,0,2,49,0,1,0,0,26,3,2
PLW,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0
PNG,0,2,0,0,0,0,0,3,0,0,95,3,0,0,2,3,5,3,1,2,0,0,0,2,0,0,4,0,0,0,2,0,3,10,2,4,3,3,1,0,2,5,0,0,4,0,0,0,1,8,12,0,0,3,0,0,0,2,0,32,3,2,3,5,9,3,0,26,2,6,0,1,3,0,0,3,0,0,0,0,1,0,0,0,1,8,9,2,2,1,3,1,5,0,3,6,0,8,0,1,2,0,2,0,0,2,0,0,2,0,3,0,0,0,0,2,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,0,5,8,1,5,0,4,0,2,8,4,0,1,10,2,2,1,3,4,2,0,0,0,3,0,2,2,0,3,2,4,0,1,3,3,1,0,0,0,2,0,0,0,2,0,3,0,0,1,0,0,2,0,0,0,2,0,0,2,2,2,3,2,0,2,42,0,0,0,0,1,5,2,1,0,0,4,2,0
POL,0,1,0,3,1,0,18,206,215,0,617,717,88,0,872,1,2,17,288,2,0,18,279,1,1,7,525,2,1,0,2,0,875,1054,236,831,0,4,1,1,0,202,0,0,9,29,0,0,123,1041,2972,0,0,622,1,17,13,168,0,1514,205,1,575,1,2118,0,0,2737,188,4,0,0,0,0,0,574,23,11,5,0,0,1,334,0,539,19,628,376,165,10,51,339,1878,1,14,679,43,8,4,0,0,2,395,6,0,23,0,5,0,1,78,0,244,43,77,106,2,16,1,1,227,0,24,1,24,0,7,13,1,0,0,0,0,143,19,5,0,14,1,0,1081,513,2,0,157,7,138,5,44,12,0,0,0,0,523,1,0,91,551,1111,1,165,3,2,95,0,0,1,0,0,305,0,0,1,414,268,880,0,0,2,0,0,146,1,0,0,0,1,33,505,0,311,1,1,747,15,3109,10,0,3,0,19,105,0,0,1,0,313,0,5
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,4,28,2,0,0,17,186,167,0,437,492,96,0,657,4,1,8,143,4,2,7,182,3,0,2,1338,2,0,1,6,1,515,669,182,506,3,5,2,1,0,226,0,19,11,25,0,1,127,444,1558,0,1,477,0,27,14,130,1,2534,127,8,375,2,1438,0,3,2225,174,7,0,1,3,1,0,483,0,6,1,0,1,1,195,0,339,14,398,235,174,15,43,278,1398,2,10,301,4,12,3,2,0,0,174,5,2,20,0,4,2,1,80,0,146,43,38,150,7,10,10,1,203,0,16,3,19,1,4,1,33,1,0,2,0,130,3,4,1,23,0,0,887,336,8,0,150,12,95,6,28,14,0,3,523,0,0,1,2,88,289,450,5,131,3,6,57,0,2,1,0,0,241,0,2,0,155,195,517,1,0,5,0,0,115,0,0,0,0,1,67,308,0,205,7,5,115,19,2063,12,0,1,0,19,18,0,0,1,2,206,3,1
PRY,0,0,0,0,0,0,0,19,0,0,4,2,0,0,2,0,1,0,1,1,0,0,1,0,0,2,29,0,2,0,0,0,0,5,5,3,0,1,0,0,0,11,0,0,3,2,0,0,0,3,8,0,0,0,0,0,4,2,0,16,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,3,1,0,0,0,2,3,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,8,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,2,5,29,0,0,0,0,4,0,0,0,0,0,2,0,0
PSE,0,3,0,0,0,0,1,2,0,0,4,1,0,0,1,2,0,4,0,3,0,0,0,2,0,0,3,1,0,0,3,0,3,2,1,3,2,2,1,0,0,3,0,0,0,0,0,0,1,0,5,1,0,2,0,1,0,5,0,3,3,4,3,2,3,0,0,11,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,1,2,9,5,0,6,4,0,3,0,0,0,0,3,1,0,7,0,1,2,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,2,0,0,3,3,0,0,3,4,3,2,2,2,0,2,0,0,2,0,0,4,0,4,2,4,1,0,2,0,1,0,0,0,2,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,2,5,0,3,0,2,0,1,8,0,0,0,0,0,2,0,0,0,1,3,2,0
QAT,0,4,0,1,0,0,62,7,71,0,99,83,0,0,99,2,0,3,74,19,0,0,70,3,0,0,95,2,1,0,4,0,181,110,17,279,2,3,2,0,0,75,1,0,0,1,0,0,75,83,201,0,0,36,0,5,0,243,0,129,75,5,88,2,217,0,0,371,74,2,0,0,0,0,0,96,0,0,0,0,0,0,78,0,84,4,122,82,109,9,3,9,175,0,38,38,0,3,0,0,0,0,102,30,0,42,0,4,2,0,74,0,70,1,0,9,4,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,96,1,5,0,4,0,0,77,48,1,0,96,25,109,3,4,4,0,2,91,0,88,1,4,0,12,81,3,153,4,0,17,0,1,0,0,0,110,0,0,0,17,9,26,0,0,9,0,0,74,0,0,0,0,0,56,103,0,83,0,3,74,1,709,3,0,0,0,0,3,0,0,0,5,15,2,0
ROU,0,0,0,8,0,0,10,138,117,0,213,364,84,1,336,2,2,1,132,0,0,12,102,0,0,1,283,0,3,0,0,1,279,473,131,354,3,9,1,0,0,112,0,0,2,26,0,0,45,296,991,0,0,273,1,20,6,56,0,684,52,0,158,0,1137,0,0,1014,97,1,0,0,1,0,0,322,8,6,3,1,0,1,144,0,446,4,286,166,81,17,11,177,947,0,7,236,8,5,2,0,0,6,80,2,0,14,0,1,0,2,3,0,51,10,28,99,1,70,3,0,96,0,25,1,5,0,9,4,0,0,0,0,0,100,2,0,0,9,0,0,483,226,1,0,34,4,74,2,34,4,0,0,551,1,289,0,0,12,0,390,1,120,1,1,19,0,1,1,0,0,206,0,0,0,202,192,288,0,0,2,0,2,36,0,0,0,0,0,12,409,0,147,1,0,176,3,968,2,0,0,0,8,81,0,0,4,0,197,1,0
RUS,0,4,2,3,0,0,21,204,271,0,649,569,128,0,577,3,2,15,219,3,1,6,471,3,0,5,646,3,1,0,7,0,733,972,221,1223,3,6,3,4,0,220,0,2,13,32,0,1,114,741,3533,1,1,424,1,14,33,140,0,1210,206,11,795,2,2117,0,4,2376,212,3,0,0,2,0,0,395,0,8,4,0,1,1,228,0,457,18,620,336,173,8,36,395,1493,1,20,1059,200,11,17,0,0,0,583,7,0,27,0,1,2,1,81,0,181,8,88,106,0,43,3,0,328,0,21,1,2,0,15,60,2,0,0,0,0,125,2,3,3,11,0,0,839,438,2,0,155,9,169,5,41,21,0,3,1111,0,450,1,4,81,390,0,3,174,3,5,116,0,1,1,1,0,274,0,0,0,298,185,784,0,0,3,0,0,144,16,2,0,0,2,14,476,0,441,3,5,975,16,3716,65,0,0,0,17,152,0,0,0,1,307,3,1
RWA,0,4,0,0,0,0,0,2,0,0,7,5,0,4,23,3,3,2,0,3,0,0,0,3,0,0,4,0,0,0,3,0,24,10,3,11,3,4,4,2,0,3,0,0,0,0,0,0,2,1,20,0,0,5,0,1,0,3,1,5,3,10,4,1,9,0,1,38,3,4,0,0,2,0,1,4,0,0,0,0,0,0,1,0,0,3,10,1,4,2,4,2,5,0,4,8,0,45,0,0,0,0,4,0,0,3,0,0,2,0,3,0,0,1,0,3,0,1,1,0,4,0,0,2,1,0,0,0,1,0,0,0,6,3,1,3,0,9,0,0,22,4,1,0,3,2,4,2,4,3,0,2,1,0,5,0,2,3,1,3,0,5,2,1,4,0,2,0,0,0,2,0,0,0,3,1,14,0,0,1,0,1,1,0,0,0,0,0,1,3,0,3,8,31,1,1,115,0,0,0,0,0,4,0,0,0,0,30,18,3
SAU,0,8,0,1,0,0,132,32,41,0,522,170,3,0,171,2,4,46,73,40,0,3,47,3,0,2,149,1,1,0,14,0,790,218,27,1148,3,8,2,4,0,65,0,0,10,7,0,0,47,126,720,1,0,134,1,140,9,2490,0,453,55,18,134,3,561,0,1,1157,46,3,0,0,2,0,0,219,0,0,0,0,0,1,58,0,79,27,875,96,229,43,12,76,506,3,171,300,14,13,2,0,0,1,404,64,0,94,0,20,2,1,51,0,46,8,2,83,2,2,0,2,110,0,3,4,3,0,0,2,2,1,0,3,3,648,1,5,1,29,1,0,279,82,5,0,99,61,756,8,9,14,0,4,165,0,131,0,4,153,120,174,5,0,68,2,115,0,1,1,0,0,105,0,0,0,23,28,155,0,2,19,1,0,122,3,0,0,0,2,277,419,0,191,2,4,66,5,2419,7,0,0,0,10,16,0,0,0,50,132,7,0
SDN,0,1,0,0,0,0,7,1,1,0,19,8,0,3,7,1,6,1,1,4,0,0,0,0,0,1,9,0,0,0,0,1,10,13,0,57,1,5,2,2,0,5,0,0,1,3,0,0,1,7,47,1,0,7,1,1,1,30,4,5,0,12,1,0,16,0,1,60,0,6,0,1,0,2,0,2,0,0,0,1,0,1,0,0,0,2,15,1,9,3,0,5,22,0,5,21,0,20,0,4,0,0,5,7,0,4,0,1,0,0,0,0,1,2,0,5,1,0,2,0,9,0,1,1,0,0,0,1,1,2,0,1,1,44,1,0,0,9,0,0,30,11,1,0,0,9,5,1,2,1,0,0,3,0,3,0,1,4,1,3,2,68,0,2,2,0,2,1,0,1,2,0,0,0,2,0,18,0,0,2,0,0,4,0,0,0,0,1,8,7,0,1,10,7,0,1,56,0,0,0,0,1,4,0,0,0,9,30,2,1
SEN,0,0,0,0,0,0,1,1,0,0,8,11,0,1,29,13,33,9,0,0,0,0,0,0,0,0,7,0,0,0,1,9,25,34,3,11,22,25,3,1,0,1,0,0,1,0,0,0,1,1,30,0,0,5,0,5,0,3,0,9,0,12,1,0,202,0,6,49,1,27,0,9,13,2,0,1,0,0,0,0,1,0,1,3,1,6,14,1,2,0,0,2,11,0,2,9,1,26,1,1,0,0,3,1,0,5,1,0,0,0,0,0,1,7,0,9,0,0,11,0,5,0,1,20,0,1,0,0,1,8,0,0,10,2,1,0,11,17,0,0,10,3,2,0,1,0,1,0,1,3,0,1,2,0,6,0,0,0,1,5,1,2,2,0,2,0,3,0,0,0,1,0,0,0,3,1,15,0,1,0,1,8,5,0,0,0,0,0,9,2,0,1,14,6,0,0,86,0,0,0,0,1,16,0,0,0,0,31,5,3
SGP,0,4,0,0,0,0,31,25,3,0,1067,117,1,0,120,2,1,40,9,5,0,2,10,3,0,1,107,1,13,0,4,0,475,263,27,3491,4,6,4,1,0,21,0,0,7,4,0,0,8,86,635,0,0,173,1,5,7,25,0,238,14,9,98,3,538,0,0,1283,5,4,0,1,0,0,0,82,0,0,0,0,1,2,25,0,41,108,475,87,74,7,33,131,311,3,10,622,4,12,0,13,0,0,472,9,7,10,0,4,2,0,28,0,4,12,5,10,0,1,3,0,53,0,6,1,2,9,1,4,0,0,0,2,5,330,4,5,1,16,1,0,329,68,5,0,164,11,67,9,11,79,0,3,95,0,57,0,2,17,19,116,4,115,2,2,0,0,1,1,0,0,9,0,0,0,15,15,273,0,1,3,1,0,171,0,0,0,0,1,5,103,0,330,4,6,18,6,3111,0,0,0,0,4,60,0,0,0,0,64,4,3
SLB,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,8,0,0,0,0,0,0,4,1,0,0,1,0,0
SLE,0,1,0,0,0,0,0,3,0,0,20,1,0,1,3,2,1,3,0,1,0,0,0,1,0,0,1,0,0,0,1,1,9,5,0,4,2,3,2,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,4,1,1,1,0,5,0,2,19,1,3,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,2,1,1,3,1,1,3,5,0,1,2,0,7,0,1,0,0,1,0,0,2,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,9,0,0,7,1,1,0,1,1,1,1,3,1,0,1,0,0,2,0,1,1,1,1,2,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,4,0,1,55,0,0,0,0,0,1,0,0,0,0,5,2,2
SLV,0,0,0,0,0,0,1,6,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,3,1,3,1,0,0,0,0,0,8,0,0,9,6,0,0,1,1,1,0,0,0,3,0,2,1,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,12,0,0,10,0,0,0,0,1,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,1,0,1,9,3,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,34,0,0,0,0,2,2,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
