,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
CHE,4,2,6,2,2,30,338,188,0,1944,2400,44,4,2280,22,26,64,254,4,0,28,130,0,2,30,798,12,0,0,8,4,2642,0,276,1438,36,62,24,14,0,206,0,2,24,58,0,110,828,12510,0,0,1320,0,38,30,140,4,3106,172,36,904,4,7016,0,14,7800,152,58,2,14,2,0,894,4,2,14,2,2,2,296,4,540,92,720,534,284,10,82,688,5660,0,30,1650,4,122,8,30,2,712,14,26,64,6,8,0,40,34,2,126,80,68,64,18,22,14,0,346,0,28,36,18,10,26,26,12,0,0,8,24,84,2,8,8,40,6,3284,750,40,428,16,134,30,72,46,0,34,1166,2,702,8,0,34,316,1224,6,74,24,14,262,4,4,4,0,0,262,0,0,332,276,1858,6,10,8,0,0,10,224,6,0,0,0,60,534,458,140,52,198,16,11864,4,2,0,50,0,84,2,0,4,516,24,24
CHL,0,0,0,0,0,4,608,48,0,396,136,36,0,248,4,2,6,14,0,0,2,36,0,0,26,622,0,2,0,4,0,564,276,0,172,6,0,2,0,0,250,0,0,30,46,0,0,92,1220,0,0,178,16,6,36,14,0,1280,14,2,64,0,1046,0,0,1102,38,0,2,0,0,0,100,0,0,12,4,0,16,14,2,60,8,134,48,32,0,10,140,602,0,0,294,2,8,0,0,0,118,2,0,4,0,0,0,0,2,0,4,0,4,44,2,0,2,0,318,0,0,2,4,0,0,0,2,4,0,0,2,10,2,0,0,2,4,350,106,0,96,0,2,22,110,18,0,0,212,0,180,18,0,6,70,138,0,12,0,6,18,0,0,6,0,0,64,0,0,50,46,246,0,0,0,0,0,4,10,0,0,0,0,10,72,78,2,6,18,108,2416,4,18,0,74,2,8,0,0,0,142,2,2
CHN,0,0,2,0,0,68,282,150,0,6294,760,40,10,998,4,4,66,134,4,0,4,136,0,0,2,726,6,12,6,2,2,6328,1438,172,0,4,18,2,0,0,270,0,0,18,42,0,74,522,6032,0,0,768,4,24,70,192,0,1328,82,2,766,4,4088,0,0,8364,112,20,2,4,0,0,478,0,2,6,6,0,2,226,0,372,122,1190,516,286,20,76,476,1902,0,26,8600,14,74,12,44,0,3596,22,20,66,0,6,0,0,32,0,110,30,12,76,0,2,6,0,444,0,66,8,2,10,6,56,10,2,0,10,2,414,6,0,8,102,0,1892,636,30,620,12,464,22,68,180,0,6,662,36,390,2,0,44,244,1234,0,278,24,10,4020,0,12,4,0,0,204,0,0,160,204,1968,0,0,34,0,0,4,494,2,0,0,2,24,446,2656,8,28,178,28,35730,14,2,0,38,0,168,0,0,4,380,8,2
CIV,0,0,0,0,0,0,0,0,0,0,2,0,2,22,22,22,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,8,36,6,4,0,16,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,8,0,2,0,2,0,4,0,0,196,0,2,36,0,16,8,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,2,0,12,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,6,2,0,0,8,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,8,0,0,0,0,0,4,0,0,0,2,0,0,68,0,0,0,0,0,0,0,0,0,22,4,0
CMR,0,6,0,0,0,0,0,0,0,50,4,2,4,68,20,38,0,0,0,0,0,0,0,0,2,18,0,0,0,6,8,44,62,0,18,16,0,22,14,0,6,0,0,4,0,0,0,2,118,0,0,4,2,0,4,10,0,10,4,8,8,0,430,0,16,104,2,18,4,2,0,2,12,0,0,0,2,0,0,0,0,2,8,24,4,0,0,0,10,50,2,0,34,0,16,0,4,0,8,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,8,0,6,0,0,16,0,0,0,0,4,2,0,0,6,6,0,0,12,46,2,20,8,2,0,0,16,4,4,2,0,0,0,0,0,0,0,0,12,8,4,0,4,32,2,0,2,0,0,0,2,0,0,0,0,16,0,0,2,0,2,0,4,0,0,0,0,4,0,0,20,14,2,0,198,0,0,0,2,0,0,0,0,0,120,8,6
COD,0,0,0,0,0,0,10,0,0,8,2,0,6,138,2,4,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,10,24,2,2,0,22,0,14,0,2,0,0,0,2,0,0,0,16,0,0,0,0,2,2,0,0,4,0,2,2,0,46,0,6,46,0,4,2,4,0,0,0,0,0,6,0,0,0,0,0,0,2,16,2,0,0,0,0,12,0,0,8,0,10,0,2,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,2,0,0,0,2,4,0,0,0,2,0,0,0,0,10,0,16,6,0,0,0,8,2,2,4,0,0,0,0,4,2,0,0,2,0,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,2,0,2,4,14,0,2,82,0,0,0,4,0,2,0,0,0,16,10,0
COG,0,0,0,0,0,0,0,0,0,2,2,0,2,14,4,10,2,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,14,0,0,6,14,14,0,0,0,0,0,4,0,0,0,0,16,0,0,2,0,0,0,4,0,2,0,2,0,0,58,0,6,20,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,2,0,0,8,4,0,0,28,0,0,0,0,0,0,0,0,0,6,2,6
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
COL,0,0,0,0,0,4,328,110,0,148,162,36,0,160,0,2,6,88,0,0,2,102,0,2,26,704,4,0,0,0,2,260,206,250,270,0,6,2,0,0,0,0,0,52,78,0,64,122,444,0,2,82,2,4,106,24,0,966,64,2,102,2,478,0,0,584,100,2,0,0,0,0,122,0,0,26,16,0,18,66,0,110,4,190,118,72,2,4,102,272,8,4,138,0,10,0,2,0,160,2,4,38,0,0,0,0,2,2,66,0,2,42,0,0,4,0,412,0,6,0,0,2,0,0,6,0,0,0,0,10,2,0,0,40,12,188,58,0,102,2,76,66,82,26,0,0,134,0,144,18,0,0,56,178,2,8,0,0,10,0,0,10,0,0,108,0,0,46,46,142,0,0,0,0,0,0,20,0,0,0,6,14,134,116,6,8,72,36,1318,0,0,0,178,0,8,0,0,0,66,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPV,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,2,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
CRI,0,0,0,0,0,2,72,0,0,24,10,0,0,16,0,0,0,0,0,0,0,0,2,0,10,116,0,0,0,0,0,50,24,30,18,0,4,0,4,0,52,0,0,0,28,0,0,0,86,0,0,10,12,0,16,0,0,102,0,0,6,0,76,0,0,74,0,0,0,2,0,0,4,0,0,36,0,0,26,2,0,6,6,18,4,4,0,0,6,38,0,4,16,0,2,0,0,0,8,0,0,6,0,0,0,0,0,0,2,0,0,6,0,0,2,0,74,0,6,0,0,0,0,0,0,0,0,0,2,4,0,0,0,8,34,32,8,0,4,0,6,52,26,12,0,0,14,0,2,4,0,0,6,14,0,2,0,0,6,0,0,32,0,0,4,0,0,6,2,12,0,0,0,0,0,0,10,0,0,0,4,4,8,12,4,2,0,2,438,0,0,0,40,0,4,0,0,0,4,0,0
CUB,0,0,0,0,0,0,66,18,0,22,14,0,0,92,0,0,4,4,0,0,0,4,0,2,2,162,2,0,0,0,0,66,58,46,42,0,0,2,0,0,78,0,0,28,0,0,0,24,118,0,2,20,6,0,10,0,0,420,2,0,20,2,98,0,0,128,2,2,0,0,0,0,30,0,0,4,0,0,4,20,0,26,0,40,8,10,0,0,4,116,2,4,60,0,4,0,4,0,26,0,2,6,0,0,0,0,0,0,2,0,4,6,4,0,0,0,252,0,6,0,0,0,2,2,0,0,0,0,0,12,2,2,0,2,6,34,28,0,4,0,4,16,36,10,0,0,30,0,52,8,0,0,32,46,2,0,0,0,6,0,0,6,0,0,12,0,0,36,6,30,0,0,2,0,0,0,16,0,0,0,6,4,10,6,0,0,24,6,126,0,0,0,56,0,12,0,0,0,20,0,0
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,0,2,0,0,6,2,68,0,30,86,0,0,114,0,0,4,74,0,0,4,66,0,0,0,66,0,4,0,0,0,38,110,0,74,0,0,0,0,0,64,0,0,0,0,0,0,30,226,0,0,28,0,6,0,26,0,164,80,0,80,0,156,0,0,374,64,6,0,0,0,0,474,0,0,0,0,0,0,72,0,82,0,76,62,66,0,0,46,220,0,2,12,0,2,0,0,0,70,2,0,2,0,2,0,0,0,0,72,8,6,2,0,0,0,0,64,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,12,0,66,0,66,0,0,0,0,0,112,0,100,0,0,0,20,96,0,2,2,0,0,0,0,0,0,0,84,0,0,10,18,38,0,0,4,0,0,0,4,0,0,0,0,8,138,68,2,0,74,0,374,0,0,0,0,0,0,0,0,0,10,0,0
CZE,2,0,6,0,0,22,204,104,0,468,876,38,0,678,0,0,10,194,0,0,12,68,0,0,8,360,0,2,2,0,0,580,828,92,522,0,2,0,0,0,122,0,0,0,24,0,30,0,2786,0,0,456,0,36,58,36,0,1048,86,4,418,0,1918,0,0,2036,62,4,0,0,0,0,398,0,2,2,0,0,4,230,0,460,14,392,246,100,0,18,278,1368,0,14,670,6,8,0,0,0,314,14,2,10,0,0,0,0,2,0,106,22,58,66,4,8,0,0,248,0,16,0,20,0,20,30,0,0,0,0,2,40,16,10,0,4,0,900,338,6,80,4,38,10,32,6,0,2,1170,0,356,2,0,6,268,840,0,40,4,4,54,0,0,4,0,0,160,0,0,1212,310,766,0,0,4,0,0,2,36,0,0,0,6,12,244,184,4,2,194,0,2594,10,0,0,10,0,32,0,0,0,140,4,2
DEU,4,0,24,2,4,156,1122,280,0,4994,8212,74,2,5606,26,34,92,896,14,2,50,364,0,4,40,2440,12,4,4,6,4,6730,12510,1220,6032,18,118,16,16,0,444,0,8,86,118,0,226,2786,0,4,2,4000,4,92,108,678,2,8978,412,82,2698,2,15602,0,54,21498,244,84,8,10,0,0,2570,8,8,10,8,2,4,764,0,2100,208,2696,1550,716,28,218,2534,12418,8,202,5440,56,180,20,4,0,1894,48,14,104,2,22,0,44,18,4,436,338,196,140,36,64,42,0,1016,0,66,16,34,2,34,58,14,4,0,2,8,222,36,8,10,158,10,11134,2240,36,904,48,384,94,112,98,0,2,4284,28,1916,0,6,28,1152,5568,6,340,60,16,702,0,4,4,2,0,582,0,0,936,744,5864,0,2,68,0,0,18,416,6,2,0,16,98,1344,990,102,82,1134,54,34872,102,6,0,108,2,180,0,0,26,1116,24,16
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DMA,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,22,0,0,2,2,0,0,0,0,0,0,0,0
DNK,2,0,2,0,0,22,156,64,0,1062,686,36,0,1098,24,12,8,82,6,0,0,56,0,0,6,326,0,0,4,8,0,1318,1320,178,768,0,4,0,2,0,82,0,0,10,20,0,28,456,4000,0,0,0,0,6,8,32,0,1632,110,12,1092,0,2382,0,4,4396,44,28,0,12,22,0,496,0,108,2,0,0,2,134,0,342,30,276,326,128,2,282,318,1984,0,4,636,6,40,2,6,0,200,4,4,14,0,6,0,0,16,0,84,30,50,52,0,8,4,0,100,0,10,4,4,0,0,0,10,0,0,2,4,24,2,2,10,20,0,2032,1632,12,228,2,18,2,34,16,0,0,698,0,446,4,0,8,206,376,0,42,6,10,138,0,0,2,0,0,128,0,0,152,148,3092,0,2,6,0,0,2,80,2,0,0,0,12,230,108,84,42,70,40,5360,8,2,0,6,0,62,0,0,0,288,14,8
DOM,0,0,0,0,0,2,10,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,2,14,6,0,0,0,0,8,0,16,4,0,2,0,0,0,2,0,0,12,6,0,0,0,4,0,0,0,0,0,4,0,0,10,0,0,2,0,16,0,0,8,2,0,0,0,0,0,0,0,0,12,0,2,12,0,4,0,0,6,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,2,8,0,0,0,0,0,2,0,0
DZA,0,0,0,0,0,20,10,0,0,24,6,0,0,96,2,0,4,18,2,0,4,0,0,0,0,16,0,0,0,0,0,84,38,6,24,8,0,2,0,0,4,0,0,0,0,0,6,36,92,0,0,6,0,0,0,18,0,130,4,0,16,0,1712,0,0,86,0,4,0,0,0,0,16,0,0,2,0,0,2,10,0,16,2,10,10,16,0,0,10,128,0,22,30,0,2,2,0,0,24,4,0,20,0,6,0,0,0,0,4,2,4,44,6,0,0,0,18,0,2,0,2,0,0,0,2,0,0,0,0,14,0,0,0,8,0,16,16,0,2,4,8,0,2,2,0,0,36,0,10,2,0,0,28,34,0,140,2,4,4,0,0,0,0,0,6,0,0,12,4,16,0,0,6,0,0,4,6,0,0,0,0,72,48,6,2,2,0,0,126,0,0,0,2,0,4,0,0,0,18,0,0
ECU,0,0,2,0,0,4,110,0,0,30,14,0,0,16,4,0,0,2,0,0,0,2,0,0,10,130,0,2,0,2,0,122,30,36,70,0,4,2,0,0,106,0,0,16,10,0,0,58,108,0,0,8,4,0,0,6,0,102,4,0,10,0,110,0,0,130,0,0,0,0,0,0,10,0,0,16,2,0,4,0,0,2,2,78,58,2,0,0,6,34,0,2,18,0,4,0,0,0,60,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,102,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,92,4,0,6,0,4,14,42,6,0,0,4,0,10,8,0,0,0,60,0,0,0,2,2,0,0,8,0,0,2,0,0,6,2,68,0,0,0,0,0,0,6,0,0,0,0,2,6,8,4,2,0,6,282,0,0,0,26,0,2,0,0,0,6,2,0
EGY,16,0,0,0,0,108,12,22,0,72,136,0,0,118,2,4,20,48,20,0,6,16,0,0,2,68,0,2,0,0,0,312,140,14,192,2,10,0,4,0,24,0,0,0,0,0,26,36,678,0,0,32,0,18,6,0,2,158,26,4,52,0,240,0,0,670,20,12,0,0,0,0,78,0,0,4,0,0,2,32,0,36,16,116,18,82,4,0,36,212,0,52,566,12,22,0,0,0,150,112,0,60,0,48,0,0,4,0,22,2,8,24,0,2,0,0,56,0,2,0,2,0,0,0,0,0,0,0,0,90,0,0,0,12,0,138,22,4,52,42,68,2,6,6,0,0,58,0,58,0,0,32,44,60,0,1140,40,4,24,0,0,0,0,4,48,0,0,18,14,98,0,0,20,0,0,0,48,0,0,0,4,48,124,68,2,8,20,0,1564,2,0,0,2,0,8,0,0,46,46,4,2
ERI,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0
ESP,0,12,10,12,0,48,1744,140,0,1704,1936,38,0,3086,6,6,12,376,0,0,10,142,0,2,72,2056,0,4,0,2,0,2844,3106,1280,1328,2,10,4,2,0,966,0,16,102,420,0,164,1048,8978,0,0,1632,10,130,102,158,4,0,288,10,1298,0,9276,0,6,11088,152,8,6,2,0,4,1624,8,6,22,6,0,12,340,0,890,18,848,944,318,6,146,928,8512,6,24,1640,42,30,4,2,2,642,10,0,56,0,4,0,2,12,0,202,76,68,354,22,26,4,0,2132,0,26,12,24,0,12,6,48,8,0,6,0,90,4,10,2,54,14,4406,1148,4,336,6,96,70,172,28,0,8,1810,0,3196,28,0,44,526,1376,2,152,8,12,236,2,2,20,0,0,332,0,0,416,324,2798,4,6,22,0,0,0,108,0,0,0,2,276,614,452,34,24,336,184,13892,32,6,0,450,0,50,0,2,0,442,8,4
EST,0,0,2,0,0,10,22,66,0,82,158,0,0,208,0,0,0,98,0,0,2,76,0,0,0,86,0,0,0,2,0,120,172,14,82,0,4,0,0,0,64,0,0,0,2,0,80,86,412,0,0,110,0,4,4,26,0,288,0,2,432,0,290,0,0,466,66,2,2,0,0,0,128,0,4,0,0,0,0,92,0,166,0,98,104,66,0,28,24,316,0,2,36,0,6,0,0,0,72,2,0,0,0,0,0,0,2,0,174,6,82,8,0,0,0,0,64,0,8,0,8,0,0,0,0,4,0,0,0,2,0,0,0,0,0,142,108,0,80,0,70,0,4,0,0,0,238,0,100,0,0,0,56,214,0,8,2,2,16,0,0,2,0,0,84,0,0,52,54,382,0,2,2,0,0,0,2,0,0,0,0,2,96,72,2,0,86,0,382,0,0,0,2,0,2,0,0,0,26,0,0
ETH,0,0,0,0,0,0,0,0,0,28,18,0,0,72,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,20,36,2,2,4,8,2,2,0,2,0,0,0,0,0,0,4,82,0,0,12,0,0,0,4,4,10,2,0,0,0,34,0,0,186,0,8,0,2,0,0,4,0,0,0,0,0,0,0,0,2,10,58,2,0,0,0,4,46,2,2,20,0,64,0,2,0,2,2,0,0,0,2,0,0,10,2,0,2,0,4,0,0,0,0,8,0,0,4,0,0,0,0,4,0,0,0,8,10,0,0,0,14,0,58,42,0,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,10,4,12,16,6,0,0,0,0,0,0,0,0,0,0,0,64,2,0,18,0,0,0,2,0,0,0,0,4,2,0,12,18,2,0,228,0,0,0,0,0,2,0,0,4,46,6,6
FIN,0,2,2,0,0,22,94,84,0,710,598,0,2,736,0,2,6,160,0,0,0,92,0,0,2,296,0,0,0,0,0,938,904,64,766,0,8,2,0,0,102,0,2,6,20,0,80,418,2698,0,0,1092,2,16,10,52,0,1298,432,0,0,0,1682,0,0,3240,84,8,0,6,0,0,430,0,2,4,0,0,0,172,0,442,0,306,354,150,0,174,216,1512,0,6,704,0,14,4,0,0,274,12,0,12,0,8,0,2,2,0,180,40,60,10,0,8,8,0,172,0,10,4,8,0,0,2,2,0,0,6,18,24,0,0,0,2,0,1344,944,4,206,4,80,6,32,12,0,2,618,0,324,4,0,8,138,1062,0,36,2,2,150,0,0,0,0,0,144,0,0,234,94,2508,0,0,6,0,0,0,58,0,0,0,8,6,282,254,10,12,170,4,3676,8,0,0,8,0,12,0,0,0,122,2,2
FJI,0,0,0,0,0,0,2,0,0,56,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,4,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,2,0,0,0,0,2,0,0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,28,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0
FRA,10,16,20,4,2,102,1088,250,2,3600,2680,62,6,6736,194,218,24,486,6,0,24,204,8,6,58,2858,16,6,2,6,30,6628,7016,1046,4088,196,430,46,58,0,478,6,2,76,98,0,156,1918,15602,6,4,2382,16,1712,110,240,4,9276,290,34,1682,8,0,0,88,16270,148,32,28,16,4,2,2124,4,6,12,90,2,6,482,10,1186,148,1802,1174,504,6,230,1594,11800,8,38,3942,32,100,8,64,8,1278,20,32,410,4,34,2,6,10,0,286,364,84,1082,76,48,158,0,1156,0,34,90,36,10,52,28,20,24,4,26,32,184,16,204,76,90,8,6584,1676,8,682,54,190,28,126,82,0,6,3058,4,2036,12,0,80,1348,3324,10,232,24,328,536,0,2,8,0,0,392,0,0,562,458,3652,0,8,78,0,18,28,470,2,0,0,12,2016,932,814,56,56,654,132,22754,18,6,2,204,0,290,8,0,12,900,12,20
FSM,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
