,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
PRT,0,4,0,0,0,2,45,19,0,65,140,0,0,178,0,0,1,25,0,0,3,32,0,0,0,322,0,0,0,0,0,131,215,42,112,0,0,0,0,0,9,0,4,1,9,0,6,96,592,0,0,129,0,5,1,4,0,800,7,0,105,0,638,0,1,995,2,0,0,0,0,0,0,121,0,0,1,0,0,0,16,0,80,1,53,46,1,0,8,60,392,0,0,105,0,1,0,0,0,0,16,0,0,2,0,1,0,0,0,0,10,7,2,15,1,0,0,0,29,0,7,0,1,0,0,1,3,0,0,0,0,3,1,0,0,0,1,283,82,0,11,2,7,0,1,1,0,0,154,0,0,1,0,0,49,172,0,1,0,2,6,0,0,0,0,0,10,0,0,22,36,206,0,1,0,0,0,17,0,0,0,0,20,35,0,10,0,0,35,4,812,9,0,0,0,10,1,0,0,0,0,30,0,0
PRY,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,3,3,5,1,0,0,0,0,0,2,0,0,1,2,0,0,0,3,0,0,1,1,0,4,0,0,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,1,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,5,0,0,0,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,14,0,2,0,0,1,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,3,0,0,3,10,12,0,28,67,0,0,94,0,0,1,32,0,0,0,2,0,0,0,27,0,0,0,0,0,62,81,3,36,1,1,0,0,0,4,0,0,0,1,0,6,66,378,0,0,37,0,5,0,2,0,123,2,0,29,0,392,0,0,188,1,0,0,0,0,0,0,67,0,0,1,0,0,0,18,0,119,2,40,18,3,0,2,29,233,0,0,101,2,0,1,0,0,0,27,5,0,1,0,0,0,0,0,0,1,0,2,0,0,25,0,0,9,0,4,0,1,0,1,0,0,0,0,0,0,16,0,0,0,0,0,89,22,0,7,0,6,0,0,2,0,0,116,0,49,0,0,0,0,71,0,2,0,0,12,0,0,0,0,0,19,0,0,33,18,51,0,0,0,0,0,3,0,0,0,0,1,53,0,11,0,0,7,0,326,0,0,0,0,1,0,0,0,0,0,10,0,0
RUS,1,0,2,0,0,5,56,84,0,209,270,22,0,313,0,0,2,127,0,0,2,172,0,0,2,191,0,0,0,1,0,507,560,50,429,1,0,1,0,0,30,0,0,0,4,0,11,322,2732,0,0,163,0,4,26,11,0,507,37,0,406,0,1469,0,0,1267,46,2,0,3,1,0,0,144,0,0,2,0,0,0,48,1,121,5,193,98,34,2,6,243,946,0,4,828,56,1,17,0,0,0,409,0,0,4,0,1,0,1,2,0,37,2,46,5,3,38,1,0,178,0,2,1,0,0,10,11,2,0,0,0,1,8,0,1,0,1,0,516,247,2,30,2,12,5,6,5,0,0,560,0,172,0,1,1,71,0,0,6,0,0,37,0,0,0,0,0,30,0,0,132,73,490,0,0,2,0,0,8,8,0,0,0,7,91,0,176,3,0,386,1,2869,38,0,0,0,6,12,0,0,1,0,39,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,5,2,1
SAU,0,0,0,0,0,15,8,1,0,15,10,1,0,12,0,0,2,2,5,0,2,0,0,0,0,5,0,0,0,0,0,43,13,3,9,0,0,0,0,0,1,0,0,1,1,0,0,7,30,0,0,4,0,27,0,118,0,6,1,2,3,0,21,0,0,81,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,7,3,28,8,2,1,1,5,18,0,16,8,0,0,0,0,0,0,2,9,0,10,0,0,0,0,0,0,3,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,13,3,0,2,7,24,0,0,1,0,0,4,0,1,0,0,3,2,6,0,0,7,1,10,0,0,0,0,0,1,0,0,5,2,11,0,0,4,0,0,2,0,0,0,0,9,29,0,4,2,0,2,0,154,0,0,0,0,3,1,0,0,2,0,8,0,1
SDN,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0,5,0,0,0,3,2,0,5,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,7,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,5,4,1,0,3,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0
SEN,0,1,0,0,0,0,1,0,0,1,0,0,0,5,3,11,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,12,0,0,9,2,0,1,0,0,0,1,0,0,0,0,0,4,1,0,3,0,1,0,0,0,5,0,1,0,0,125,0,3,18,0,4,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,1,0
SGP,0,0,0,0,2,24,4,0,0,370,20,0,0,37,1,0,5,5,0,0,0,0,0,0,0,34,0,5,0,0,0,182,67,4,1177,0,1,2,0,0,2,0,0,1,0,0,0,8,177,0,0,42,0,0,2,4,0,41,0,1,28,1,115,0,0,428,0,1,0,0,0,0,0,17,0,0,1,0,0,0,0,0,8,24,142,20,1,0,4,31,71,0,1,222,0,1,0,1,0,0,104,1,0,3,0,0,0,0,7,0,2,0,1,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,94,0,0,0,2,0,67,16,2,58,5,13,0,3,22,0,0,39,0,6,0,0,0,12,37,0,10,0,0,0,0,0,0,0,0,0,0,0,2,7,76,0,0,1,0,0,47,0,0,0,0,0,11,0,143,1,0,6,0,1238,0,0,0,0,1,10,0,0,0,0,19,0,0
SLB,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,2,0,0,3,6,9,0,18,37,0,0,39,0,0,0,22,0,0,26,2,0,0,0,14,0,0,0,0,0,34,31,3,29,0,0,0,0,0,1,0,0,0,1,0,3,25,153,0,0,25,0,2,1,6,0,49,1,0,17,0,72,0,0,101,1,0,0,0,0,0,0,76,0,0,0,0,0,0,24,0,29,0,13,9,2,0,2,27,91,0,0,29,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,9,0,13,0,2,0,21,1,0,0,0,0,0,0,0,0,0,0,0,41,12,0,13,0,1,1,0,0,0,0,31,0,10,0,0,3,19,30,0,1,0,0,0,0,0,0,0,0,48,0,0,11,30,28,0,0,0,0,0,1,0,0,0,0,1,25,0,2,0,0,6,0,161,0,0,0,0,0,0,0,0,0,1,2,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
SVK,0,0,0,0,0,0,7,18,0,23,126,0,0,69,0,0,0,38,0,0,3,2,0,0,0,17,0,0,0,0,0,59,77,6,23,0,0,0,0,0,1,0,0,1,4,0,1,386,348,0,0,24,0,1,1,5,0,72,4,0,47,0,161,0,0,159,2,0,0,1,0,0,0,57,0,0,0,0,0,0,21,0,80,1,15,11,2,0,3,19,136,0,0,71,1,1,0,0,0,0,13,8,0,0,0,1,0,1,0,0,5,4,5,1,0,3,0,0,20,0,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,93,26,0,11,0,1,1,2,0,0,0,168,0,22,0,0,0,33,132,0,5,1,0,2,0,0,0,0,0,11,0,0,0,29,70,0,0,0,0,0,2,0,0,0,0,1,19,0,6,0,0,28,0,224,0,0,0,0,3,2,0,0,0,0,8,0,0
SVN,0,0,1,0,0,1,9,0,0,71,126,0,0,52,0,0,2,15,0,0,15,3,0,0,0,26,0,0,0,0,0,37,87,6,56,0,0,0,0,0,1,0,0,0,0,0,2,80,198,0,0,34,0,0,0,5,0,70,5,0,41,0,102,0,0,163,1,0,0,0,0,0,0,52,0,0,0,0,0,0,111,0,35,0,43,18,1,0,5,27,139,0,0,77,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,5,1,4,0,2,0,0,0,7,0,3,0,2,0,3,0,0,0,0,1,0,2,0,1,0,0,0,79,40,0,3,0,0,0,0,1,0,0,108,0,36,1,0,0,18,73,0,2,0,0,7,0,0,0,0,0,30,0,0,29,0,71,0,0,0,0,0,3,2,0,0,0,0,10,0,45,2,0,20,0,253,0,0,0,0,2,3,1,0,0,0,9,0,0
SWE,0,0,0,0,1,10,77,19,0,442,338,2,0,483,0,4,24,52,2,0,3,18,0,0,11,183,0,0,0,5,0,607,618,51,538,0,2,1,0,0,38,0,0,8,6,0,6,237,1947,0,0,1060,0,7,29,23,6,711,110,38,902,0,1140,0,0,2169,3,4,0,0,3,2,0,211,0,6,2,0,0,0,40,0,183,9,162,178,48,1,89,144,994,1,0,515,0,14,0,2,0,1,103,5,2,4,0,2,0,1,20,0,91,13,41,4,5,2,0,0,90,0,2,3,5,0,8,1,4,0,0,0,2,8,2,0,0,6,24,853,814,2,88,3,20,4,9,4,0,4,399,0,206,3,0,1,51,490,1,11,7,0,76,0,0,0,0,0,28,0,0,70,71,0,0,0,0,0,0,56,0,0,0,0,4,77,0,50,39,26,65,14,3075,0,0,0,0,8,19,0,0,1,0,93,3,4
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,1
SYC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,0,0,0,0,2,0,0,0,0,1,1,1
SYR,1,0,0,0,0,0,0,1,0,6,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,6,0,4,0,1,1,0,19,0,0,10,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,3,1,0,2,4,0,3,5,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,0,0,0,0,1,1,26,0,0,0,0,0,1,0,0,2,0,0,0,0
TCD,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
THA,0,0,0,0,0,1,10,0,0,195,47,0,0,17,0,0,15,4,0,0,0,0,0,0,0,18,0,0,1,0,0,95,46,10,134,0,1,2,0,0,9,0,0,4,3,0,2,8,93,0,0,18,0,1,1,2,0,26,0,3,18,0,99,0,1,297,0,1,0,0,2,0,0,14,0,0,1,0,0,1,1,0,8,71,64,8,2,0,3,15,36,0,0,527,0,6,1,3,0,0,79,0,13,1,0,0,0,0,11,0,2,1,0,0,0,0,0,0,15,0,0,1,0,6,0,3,0,0,0,0,3,78,0,1,0,5,0,71,11,15,39,0,9,2,4,31,0,1,11,0,17,0,0,0,3,8,0,2,0,2,47,0,0,0,0,0,1,0,0,2,3,56,1,0,1,0,0,0,0,0,0,0,1,9,0,49,0,4,3,0,820,1,0,0,0,2,38,0,0,0,0,13,0,3
TJK,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
