,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
SAU,0,0,0,0,0,11,4,0,0,7,4,0,0,16,0,0,2,0,4,0,0,0,0,0,0,6,0,0,0,0,0,50,5,0,11,0,0,0,0,0,0,0,0,1,1,2,19,0,0,7,0,6,0,96,1,9,0,0,0,0,18,0,0,83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,13,3,2,0,0,2,13,0,4,8,0,1,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,5,0,2,5,17,1,0,0,0,0,5,1,0,0,4,3,2,0,0,12,1,4,0,0,0,0,2,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,1,16,0,2,0,0,1,1,133,1,0,0,0,0,0,1,0,16,1,0
SDN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0,0,1,1,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,4,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1
SEN,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,3,0,0,8,5,0,1,1,0,0,0,0,0,0,3,0,0,5,0,3,0,1,0,7,0,1,1,0,84,0,5,12,0,3,0,2,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,9,1,0,0,0,7,0,1,0,0,0,2,7,4,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,0,2
SGP,0,0,0,0,0,1,4,0,0,224,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,120,23,4,514,0,0,0,0,2,0,0,0,0,0,3,90,0,0,11,0,2,0,3,0,15,0,0,13,0,52,0,0,235,0,0,0,0,0,0,0,8,0,0,0,1,0,0,5,0,5,12,55,19,3,0,1,10,26,0,1,103,0,1,0,1,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,2,0,0,0,0,0,36,0,0,0,0,0,19,7,1,35,2,2,0,1,9,0,0,13,4,0,0,1,5,7,0,4,0,1,0,0,0,0,0,2,0,0,0,1,19,0,0,0,0,0,24,0,0,0,0,0,4,0,86,1,0,3,0,656,0,0,0,9,0,0,0,0,12,0,0
SLB,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,2,0,0,1,3,0,0,8,12,0,0,18,0,0,0,7,0,0,6,2,0,0,0,15,0,0,0,0,0,16,7,2,13,0,0,0,0,0,0,0,0,2,1,13,95,0,0,7,0,1,0,1,0,21,0,0,9,0,32,0,0,52,2,0,0,0,0,0,0,22,0,0,0,0,0,0,9,0,13,0,8,2,0,0,0,8,31,0,0,23,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,4,0,2,0,0,0,0,0,9,7,0,0,0,4,17,0,2,0,0,2,0,0,0,0,0,0,0,6,8,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,86,0,0,0,0,0,0,0,0,6,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,1,0,0,0,1,7,0,17,125,0,0,44,0,0,1,11,0,0,0,3,0,0,0,11,0,0,0,0,0,33,47,3,7,0,0,0,0,0,0,0,0,0,2,239,217,0,0,23,0,2,0,0,0,38,3,0,28,1,94,0,0,126,2,0,0,0,0,0,0,33,0,0,0,0,0,0,15,0,51,0,11,13,1,0,1,12,75,0,1,48,0,0,0,0,0,8,9,0,0,0,0,0,2,0,0,7,1,3,2,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,0,5,0,2,0,1,0,0,0,105,9,0,0,1,18,78,0,1,1,0,0,0,0,0,0,6,0,0,0,18,47,0,0,0,0,0,2,0,0,0,0,1,9,0,2,0,0,18,0,172,1,0,1,0,0,0,0,0,6,0,0
SVN,0,0,2,0,0,1,6,1,0,36,104,0,0,40,0,0,1,6,0,0,2,3,0,0,0,16,0,0,0,0,0,18,78,0,34,0,0,0,0,1,0,0,0,0,1,50,150,0,0,22,0,2,0,1,0,35,5,0,33,0,92,0,0,114,1,0,0,0,0,0,0,37,0,0,0,0,0,0,85,0,29,0,28,6,0,0,1,20,103,0,0,62,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,4,1,0,1,0,0,7,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,55,29,0,3,0,0,0,1,0,0,0,86,29,1,0,0,8,64,0,0,0,0,1,0,0,0,0,8,0,0,18,0,46,0,0,0,0,0,0,1,0,0,0,2,6,0,27,0,0,5,0,206,0,0,0,2,1,0,0,0,5,0,0
SWE,0,2,1,0,0,8,36,10,0,342,189,1,0,342,0,3,30,21,1,0,1,26,0,0,0,99,0,0,0,2,1,468,347,36,230,0,3,1,0,10,0,0,12,3,2,116,1327,0,0,783,0,1,2,6,0,396,87,26,769,0,788,0,1,1556,7,3,0,0,1,5,0,123,0,1,1,0,0,0,11,1,119,3,83,74,15,0,84,112,655,1,0,361,0,13,1,0,0,62,4,1,1,0,0,0,0,5,0,48,6,37,4,1,4,1,0,32,0,4,0,0,0,1,3,0,2,0,4,5,1,0,1,4,4,595,595,1,44,2,4,2,4,7,0,0,278,148,0,0,1,32,448,0,8,9,0,19,0,0,0,0,5,0,0,47,46,0,2,0,0,0,0,22,0,0,0,1,1,35,0,29,24,11,50,13,2493,0,0,15,28,0,0,0,0,60,2,9
SWZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,5,0,0,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,2,3,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0
TCD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
THA,0,0,0,0,0,0,9,0,0,125,29,0,0,14,0,1,7,0,0,0,0,0,0,0,0,13,0,1,0,2,0,55,24,3,54,0,1,0,0,4,0,0,1,2,2,8,47,0,0,13,0,1,0,3,0,18,0,0,5,0,55,0,1,179,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,18,22,6,4,0,0,12,15,0,0,307,0,8,0,4,0,23,0,7,0,0,0,0,0,3,0,1,1,0,0,0,0,2,1,11,0,1,0,0,5,0,0,0,0,0,1,25,0,0,0,0,0,24,4,5,13,0,5,0,3,18,0,1,3,9,0,0,0,0,8,0,1,0,1,24,0,0,0,0,0,0,0,2,0,22,0,0,1,0,0,0,0,0,0,0,1,9,0,25,1,1,0,2,474,0,0,1,23,1,0,0,0,8,1,2
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0
TUN,0,0,0,0,0,0,1,0,0,2,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,19,10,0,1,1,1,0,0,1,0,0,0,0,0,5,20,0,0,3,0,10,0,3,0,12,1,0,2,0,341,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1,14,0,2,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,4,5,0,0,0,3,5,0,1,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,2,0,0
TUR,0,0,1,0,0,7,10,1,0,40,31,54,0,51,0,0,0,17,1,0,2,2,0,0,0,16,0,0,0,0,0,100,56,3,20,0,0,0,0,1,0,0,1,1,1,17,233,0,0,21,1,3,0,11,0,52,0,1,28,0,111,0,0,345,2,0,0,0,0,0,0,27,0,0,0,1,0,0,10,0,30,1,18,9,6,0,1,52,117,1,3,103,2,1,0,0,0,20,1,0,0,0,0,0,0,1,0,4,1,2,2,1,6,0,0,10,0,2,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,53,24,1,6,6,11,1,1,2,0,0,22,9,0,0,3,16,58,0,16,0,0,4,0,0,0,0,5,0,0,9,6,35,0,0,3,0,0,9,0,2,0,0,5,0,0,5,0,1,43,1,849,1,0,4,1,0,0,0,0,10,1,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TWN,0,0,0,0,0,0,9,3,0,89,32,0,0,17,0,1,2,18,0,0,0,1,0,0,0,19,0,0,0,0,0,145,70,3,406,0,0,0,0,0,0,0,3,3,12,14,145,0,0,4,0,1,0,2,0,41,0,0,11,0,80,0,0,158,0,0,0,0,0,0,0,14,0,0,0,1,0,0,2,0,24,5,147,12,8,0,2,27,60,0,1,354,1,1,0,0,0,144,4,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,31,11,3,11,0,2,0,1,9,0,0,59,6,0,0,0,20,116,0,2,0,0,86,0,0,0,0,3,0,0,2,27,29,0,0,2,0,0,25,0,0,0,0,1,5,0,0,0,0,12,1,1392,0,0,0,12,0,0,0,0,7,0,0
TZA,0,0,0,0,0,0,2,0,0,6,0,0,1,20,0,3,2,0,0,0,0,0,0,0,0,7,0,0,0,2,0,10,24,1,2,1,4,1,0,1,0,0,0,0,0,1,17,0,0,18,1,0,3,1,0,6,0,4,4,0,6,0,1,83,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,8,0,0,15,0,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,5,0,0,0,4,0,4,0,1,2,0,21,12,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,61,0,0,0,0,0,0,0,0,12,7,9
UGA,0,0,0,0,0,0,0,0,0,1,3,0,1,10,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,12,16,0,1,0,2,1,0,0,0,0,1,0,0,0,9,0,0,9,0,0,1,1,0,2,0,5,3,0,14,0,0,56,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,7,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,12,13,0,2,0,2,0,3,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,0,1,0,76,0,0,0,0,0,0,0,0,9,4,8
UKR,0,0,2,0,0,1,6,2,0,23,36,2,0,38,0,0,0,10,0,0,0,22,0,0,0,24,0,0,0,0,0,34,48,12,16,0,0,0,0,2,0,0,1,0,0,41,454,0,0,26,0,1,0,2,0,69,3,0,31,0,185,0,0,158,4,0,0,0,0,0,0,20,0,0,0,0,0,0,16,0,39,0,11,5,1,0,0,46,97,0,0,74,2,0,0,0,0,59,0,0,0,0,0,0,1,0,0,7,2,5,1,0,12,0,0,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,29,0,4,0,0,0,0,1,0,0,274,29,0,0,0,10,292,0,1,0,0,3,0,0,0,0,2,0,0,18,5,50,0,0,0,0,0,0,1,0,0,0,0,43,0,12,0,1,0,0,365,10,0,3,1,0,0,0,1,6,1,0
URY,0,0,0,0,0,0,41,0,0,5,1,0,0,5,0,1,0,0,0,0,0,0,0,0,2,46,0,0,0,0,0,7,1,4,2,1,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,2,0,0,33,0,0,4,0,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,13,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,84,0,0,10,0,0,0,0,0,5,0,0
USA,6,1,3,0,5,57,679,74,2,3400,1141,9,1,1722,9,15,89,178,7,2,9,46,5,9,32,1931,18,6,0,20,5,8756,3037,556,4377,28,29,9,2,191,1,1,87,38,49,567,9947,0,3,1388,15,15,56,293,7,2873,48,29,1120,9,6115,6,12,10509,33,37,0,3,14,1,1,842,8,10,41,5,2,15,139,15,810,92,1410,393,195,6,88,2458,5118,39,60,7441,35,211,6,8,3,3020,55,5,64,1,4,1,3,41,0,83,10,31,52,9,35,26,1,1262,1,9,20,4,5,14,6,3,1,3,24,85,8,16,8,88,8,3304,861,41,749,36,108,72,148,120,3,19,1413,496,16,1,11,227,2336,4,133,14,27,656,3,2,8,0,86,0,3,172,206,2493,2,3,13,0,4,474,3,0,3,23,34,849,1,1392,61,76,365,84,0,37,4,234,62,0,2,3,5,623,29,44
