,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MHL,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MKD,0,0,0,0,23,0,0,2,7,5,1,29,35,3,0,37,0,0,0,0,46,0,0,28,10,0,0,0,22,0,0,0,0,0,30,39,12,23,0,0,0,0,0,3,0,0,3,0,0,0,8,31,100,0,0,46,0,3,1,6,0,64,16,0,23,0,0,52,0,0,0,80,10,0,0,0,0,0,0,44,0,0,1,0,0,0,64,0,30,2,22,18,3,1,3,19,77,0,3,16,2,0,1,0,0,0,6,1,0,5,0,1,0,0,1,0,11,4,13,0,4,0,2,0,0,8,0,0,0,5,0,23,2,0,0,0,0,0,5,0,0,0,0,0,0,40,24,1,3,0,5,0,5,1,0,0,40,0,23,0,1,0,1,0,31,29,0,4,0,0,2,0,0,0,0,0,0,0,87,0,0,0,19,53,23,0,0,0,0,0,0,0,2,0,0,0,0,0,3,52,0,3,0,0,18,3,98,1,0,0,0,0,0,2,0,0,20,0,12,0,0
MLI,0,0,0,0,0,0,0,0,2,0,0,16,3,0,4,19,22,0,36,5,0,0,0,0,0,0,0,0,9,0,0,0,2,1,22,18,1,7,13,12,13,3,0,8,0,0,1,0,0,0,0,0,22,0,0,6,0,3,0,1,0,9,0,7,2,0,0,74,0,0,3,61,0,26,0,6,10,2,0,1,0,0,0,0,0,2,0,4,0,3,10,0,2,0,0,2,7,0,0,7,0,34,0,5,0,0,1,0,2,0,5,1,0,0,0,2,0,1,0,0,3,0,0,5,0,4,0,0,0,0,1,0,1,5,5,0,2,3,3,2,1,17,10,1,0,24,1,0,1,0,3,0,2,6,0,1,1,0,5,2,0,0,0,0,1,2,3,4,1,31,1,0,0,0,2,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,1,10,8,0,0,0,0,0,2,1,0,2,21,16,1,1,149,0,0,0,0,1,0,2,0,0,0,1,18,6,4
MLT,0,0,0,3,3,0,0,5,17,2,0,32,26,0,1,49,6,0,0,6,9,4,0,4,6,0,0,0,18,3,4,1,3,0,35,69,11,13,3,5,3,0,0,7,0,1,4,1,0,0,24,17,84,0,0,52,1,10,3,11,0,82,18,6,23,0,0,81,0,3,0,268,2,6,0,0,1,0,0,65,0,1,2,0,0,0,37,1,25,8,23,33,8,5,10,28,189,1,9,22,4,6,5,2,0,1,10,9,0,7,3,8,0,1,5,0,15,7,8,0,7,0,3,1,0,10,0,5,0,0,1,1,0,4,1,0,1,3,9,2,1,0,7,1,0,81,32,4,14,3,6,4,6,6,0,1,34,0,45,2,4,0,4,0,26,17,4,9,2,0,14,1,0,1,0,0,2,0,24,0,0,1,14,24,54,0,0,1,0,0,1,0,2,0,0,0,0,1,14,35,0,14,5,4,14,5,80,1,0,0,0,2,0,5,0,0,1,3,19,5,0
MMR,0,1,0,2,0,0,0,4,3,2,0,38,7,0,0,12,3,0,0,13,2,2,0,1,1,0,0,0,8,1,5,2,0,0,16,14,4,109,1,4,3,0,0,6,0,0,3,1,0,0,1,4,18,0,0,5,0,4,3,4,0,7,5,4,7,0,0,33,0,2,0,64,0,6,0,2,0,1,0,3,0,1,0,0,0,0,4,0,1,23,41,7,9,2,3,4,17,1,3,105,2,9,3,14,0,0,24,3,20,4,2,1,0,0,10,0,1,5,1,0,3,0,0,1,3,7,0,0,1,1,0,0,1,4,0,0,1,1,39,2,0,0,9,0,0,16,9,11,11,1,14,3,3,16,0,1,4,0,6,0,3,0,3,0,5,18,2,3,2,1,36,0,0,3,0,0,0,2,3,0,0,1,3,3,13,0,0,1,0,0,1,2,89,0,0,1,0,2,4,4,0,11,8,5,2,1,98,0,0,0,0,1,0,30,1,0,0,3,9,1,1
MNE,0,0,0,0,16,0,0,0,6,7,0,5,17,4,0,10,0,0,0,1,11,0,0,28,3,0,1,2,4,0,0,0,0,0,3,14,3,6,0,0,0,0,0,3,0,0,3,1,0,0,5,15,18,0,0,8,1,2,1,1,0,18,4,0,1,0,0,29,0,0,0,20,5,0,0,0,0,0,0,15,0,0,1,0,0,1,44,0,7,0,8,3,2,0,3,6,34,0,1,2,3,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,3,1,2,0,4,0,2,0,0,5,0,23,0,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,11,6,0,3,0,2,1,4,0,0,0,20,0,9,1,1,0,0,0,11,17,0,0,0,0,0,0,0,0,0,1,0,0,107,0,0,0,8,39,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,0,1,0,0,7,2,19,1,0,0,0,1,0,0,0,0,9,0,1,0,0
MNG,0,0,0,0,0,0,0,1,4,6,0,30,13,2,0,12,0,0,0,2,5,0,0,0,3,0,0,0,6,1,1,0,2,0,30,16,2,83,0,1,0,1,0,2,1,0,5,2,0,1,4,11,79,0,1,15,1,0,2,3,0,12,3,3,4,2,0,19,0,0,0,45,3,0,0,0,1,3,0,3,1,0,1,0,0,0,3,2,5,4,23,3,3,0,1,9,52,1,3,98,13,3,4,1,0,5,78,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,5,0,2,1,0,1,4,0,0,0,0,1,1,3,2,1,0,1,0,0,45,12,0,11,1,38,1,8,9,0,1,13,0,5,3,0,0,0,0,4,115,1,2,0,0,3,0,0,0,0,1,0,0,1,0,0,1,1,0,45,0,0,1,0,0,0,0,10,0,0,1,0,1,0,37,0,26,0,0,3,4,121,1,0,0,0,2,0,14,0,0,0,0,12,0,0
MOZ,0,1,5,9,0,0,0,13,14,6,0,40,12,0,1,37,19,0,5,21,7,10,0,1,0,0,0,0,67,1,9,4,7,0,30,45,13,16,15,26,18,4,0,19,0,2,10,2,0,0,1,2,43,0,0,15,2,13,9,20,2,108,9,34,12,0,1,43,0,8,6,112,3,21,0,6,4,0,0,9,0,1,1,0,0,1,12,1,2,17,30,13,17,12,9,11,41,1,15,28,7,52,8,4,0,0,14,9,2,10,13,4,0,0,10,2,2,9,1,0,6,0,0,4,0,13,0,0,5,4,4,0,0,0,3,0,2,15,18,12,0,4,37,0,0,35,22,12,13,3,19,11,17,18,0,4,15,0,61,1,10,0,10,0,11,15,15,18,8,6,10,0,0,2,0,0,1,1,15,0,0,1,9,6,50,3,0,3,1,0,3,6,8,0,0,2,0,4,8,11,0,11,34,22,7,4,142,0,0,0,0,2,0,16,1,0,0,9,100,20,17
MRT,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,3,4,0,3,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,3,2,1,7,3,4,2,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,4,1,2,0,5,1,1,2,0,0,27,0,1,1,10,1,3,0,3,2,1,0,1,0,0,0,0,0,0,2,0,0,1,4,1,1,1,1,1,2,0,1,3,1,1,1,0,0,0,1,1,0,2,2,0,0,0,1,0,0,1,0,0,12,0,0,1,0,1,0,0,5,1,0,0,0,3,0,0,0,0,1,1,0,5,2,0,0,4,1,1,1,0,1,1,1,1,0,0,1,0,3,0,1,0,1,0,1,1,1,1,0,18,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,2,3,0,0,0,0,0,0,8,1,0,1,1,1,1,1,4,0,0,0,0,0,0,1,0,0,0,1,2,1,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MUS,0,0,0,0,0,0,0,3,4,0,0,18,6,0,1,10,2,0,2,1,2,0,0,1,0,0,0,1,11,2,1,1,2,0,10,9,2,42,2,3,3,0,0,3,1,0,2,5,0,1,1,3,17,1,1,4,0,4,3,4,0,13,1,3,7,0,0,23,0,0,0,55,0,5,0,0,3,0,0,4,1,1,0,0,1,0,6,0,5,1,35,3,11,4,2,4,32,2,1,11,1,7,1,1,0,0,5,2,0,1,0,3,0,0,1,0,1,2,1,0,5,0,0,4,0,3,0,0,2,1,1,0,1,2,0,0,0,1,12,4,2,3,8,0,0,8,7,2,6,4,7,1,3,6,0,0,8,0,7,1,1,0,0,0,4,10,0,15,4,3,3,0,0,1,0,0,0,0,10,0,0,3,3,2,6,0,0,6,0,0,0,1,30,0,0,0,0,1,10,38,0,9,4,5,4,7,23,2,0,0,0,3,0,5,0,0,0,1,45,4,3
MWI,0,2,2,0,1,0,0,2,6,0,0,34,4,0,3,15,10,0,4,8,1,0,0,1,1,2,0,1,24,3,2,0,9,0,40,64,5,21,7,15,8,5,0,8,0,0,4,1,0,0,1,4,30,1,0,8,1,2,2,13,0,10,2,23,22,0,0,38,0,0,0,318,0,32,0,2,4,0,0,3,0,1,2,0,0,1,4,5,1,5,31,19,1,1,1,2,20,3,3,15,1,73,1,5,0,1,4,1,4,3,2,1,0,0,2,4,3,3,1,0,4,0,0,2,0,8,0,0,3,3,1,0,1,15,0,0,1,0,8,5,0,3,33,1,0,54,29,3,8,2,11,2,10,2,0,0,4,0,9,2,2,0,2,0,4,3,11,5,8,8,9,0,0,3,2,0,2,1,3,0,0,1,1,1,32,6,0,1,0,0,0,3,14,0,0,1,0,3,2,5,0,5,45,73,1,1,386,0,0,0,0,1,0,8,1,0,0,3,168,33,54
MYS,0,4,0,12,3,0,0,193,152,251,1,1324,350,94,3,275,26,0,2,280,236,41,0,5,243,0,0,6,413,4,44,8,10,0,438,408,156,1296,11,37,15,4,0,308,0,1,18,1,0,0,157,359,590,0,0,237,2,71,185,334,0,490,176,53,233,4,0,569,0,11,1,1880,258,49,0,1,1,0,0,318,1,4,3,1,3,2,177,2,276,759,1148,239,769,510,15,143,507,5,127,989,28,48,14,23,0,2,555,62,5,38,13,63,0,0,182,2,168,19,154,0,123,2,1,7,4,239,0,5,3,9,39,1,3,18,1,0,12,8,0,15,4,9,519,3,0,332,208,38,338,105,964,21,52,185,1,8,408,0,336,5,114,0,222,0,188,349,10,904,66,7,462,1,0,2,0,0,2,0,290,0,0,2,122,130,278,0,0,1,6,0,2,4,558,1,0,0,0,7,45,402,0,619,25,20,191,12,1366,26,0,0,0,8,0,272,1,0,1,101,264,18,12
NAM,0,0,3,7,1,0,0,9,14,28,0,55,45,0,1,19,11,0,2,10,9,8,1,1,1,0,0,0,27,0,7,3,32,0,32,25,14,20,3,17,12,1,0,10,0,0,8,1,0,0,1,5,81,0,0,28,0,12,9,12,1,29,10,15,20,1,0,50,0,8,0,115,3,20,0,0,3,0,0,11,0,0,0,0,0,0,10,0,0,9,23,42,14,10,10,12,22,0,9,33,6,29,8,1,0,0,12,8,0,8,9,3,0,0,9,0,1,8,1,0,12,1,1,2,0,12,0,0,2,2,2,0,2,12,1,0,4,5,15,0,1,3,27,0,0,46,16,8,13,1,13,8,10,10,0,1,34,0,15,0,8,0,8,0,11,14,8,11,0,2,10,0,0,0,0,0,0,1,10,0,0,0,10,7,50,1,0,1,0,0,2,4,0,0,0,1,0,4,8,12,0,10,17,12,7,3,111,0,0,0,0,1,0,9,0,0,1,7,163,14,13
NCL,0,0,0,1,0,0,0,5,5,0,0,66,2,0,0,7,1,0,0,1,0,2,1,0,0,0,0,1,11,2,0,0,1,1,21,4,8,9,0,1,1,0,2,7,1,0,2,1,1,1,0,0,25,0,1,10,0,1,2,3,0,9,1,3,3,3,0,123,0,2,0,39,1,1,0,0,2,0,0,3,1,0,0,1,0,0,1,0,1,8,7,3,4,1,2,4,14,1,2,13,1,3,1,2,0,0,3,1,1,2,1,0,0,0,3,0,0,1,0,0,1,4,0,2,0,4,0,0,1,1,0,1,1,0,0,0,2,0,4,1,0,0,3,0,0,11,6,1,35,3,2,1,3,5,1,2,6,0,9,1,1,1,1,0,1,3,1,6,0,2,7,0,0,3,0,0,0,0,2,0,0,1,1,1,10,0,0,3,0,0,0,0,3,0,0,1,1,2,1,2,1,8,2,1,1,3,56,0,0,0,0,3,0,12,4,2,0,0,9,1,0
NER,0,0,1,0,0,0,0,1,0,0,0,2,1,0,3,13,17,0,20,0,0,0,0,0,0,0,0,1,4,0,0,0,2,2,7,9,0,4,11,10,8,4,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,3,1,3,0,5,0,7,1,0,0,48,0,0,2,31,0,10,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,7,0,0,1,0,11,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,17,0,0,0,0,4,5,0,3,3,9,3,0,0,24,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,2,0,0,1,8,8,0,1,59,0,0,0,0,0,0,0,0,0,0,3,10,3,5
NGA,0,2,1,12,4,0,0,49,38,7,0,185,39,3,7,87,52,0,36,47,26,28,1,5,8,0,0,3,157,6,12,4,22,0,209,108,33,277,24,87,26,16,0,57,1,0,14,5,0,1,21,22,202,0,1,58,1,22,18,92,2,110,24,94,53,2,0,136,0,13,2,671,13,151,0,5,19,2,0,37,1,1,6,1,2,0,31,1,16,58,258,35,85,50,15,44,142,7,41,129,13,130,16,19,0,1,67,19,0,46,19,11,0,2,37,1,26,16,5,0,25,0,0,8,1,82,0,0,10,7,9,0,1,37,2,0,8,33,519,27,3,24,0,4,0,132,57,26,67,21,91,15,50,42,0,9,59,0,74,5,22,0,27,0,65,57,27,105,22,31,44,0,0,4,11,0,2,0,51,0,0,3,19,15,85,3,0,3,0,0,3,21,64,3,0,0,1,9,30,134,0,41,60,82,17,17,760,2,0,0,0,12,0,66,3,1,1,21,691,23,26
NIC,0,0,0,0,1,0,0,0,10,0,0,7,0,0,1,6,2,0,2,2,1,0,0,0,1,1,0,6,22,1,1,1,1,0,8,7,4,5,2,2,0,1,0,25,0,0,18,5,0,0,0,1,8,0,0,2,6,0,9,1,0,14,1,2,2,1,0,10,0,0,0,19,0,2,0,0,0,0,0,1,0,0,16,0,1,9,1,1,0,5,5,2,0,1,0,1,8,1,1,4,1,5,0,2,0,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,2,1,0,3,0,19,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,4,0,0,5,4,0,3,0,1,10,6,4,0,2,1,0,5,6,1,0,0,0,1,0,1,2,1,1,6,0,0,0,0,12,1,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,1,1,1,1,6,78,0,0,0,0,7,0,4,1,1,0,0,4,2,0
NIU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NLD,2,4,0,9,23,0,0,186,485,185,0,3837,2078,147,9,5062,46,0,33,96,260,18,4,39,147,1,3,17,1586,7,16,8,24,3,3597,4153,550,3496,22,57,31,8,0,419,1,1,55,55,22,1,137,1117,9840,0,1,2731,8,44,88,206,4,4574,239,195,1416,7,2,6057,0,12,20,12780,142,146,0,2,29,7,0,1326,4,12,11,5,4,33,350,9,921,388,970,1164,503,43,181,999,6093,13,60,1800,30,239,24,25,0,8,766,43,16,97,16,4,0,5,64,2,246,188,179,0,154,20,14,7,2,459,0,40,24,81,16,11,45,35,4,0,8,54,332,46,11,2,132,5,0,0,1747,64,514,41,210,40,133,155,0,4,1753,0,1465,16,79,0,135,0,759,1256,45,335,33,19,606,1,0,3,20,4,1,1,372,2,0,23,442,597,3320,8,2,6,1,0,4,8,300,2,0,0,0,8,53,845,0,497,101,115,323,48,12411,11,0,0,0,23,0,239,1,2,4,15,1132,35,34
NOR,0,1,1,12,12,0,0,111,249,159,0,1257,821,149,2,822,20,0,9,47,159,22,0,30,140,1,3,7,546,4,13,4,8,1,1303,1243,247,1250,12,21,15,4,0,199,1,0,26,46,0,1,70,552,2690,0,1,1877,3,27,28,103,0,1453,196,140,1013,3,4,1884,1,12,3,3991,135,33,0,0,5,2,0,539,3,31,11,1,0,3,194,1,385,97,477,346,208,32,247,408,1771,4,40,715,26,76,23,4,0,6,234,26,3,49,12,5,0,6,41,2,101,85,77,0,141,2,11,7,0,171,0,24,1,32,9,6,12,22,1,0,7,29,208,16,6,0,57,4,0,1747,0,55,212,14,125,17,95,45,0,4,843,2,567,5,90,0,57,0,342,637,13,132,10,4,145,0,7,2,5,2,2,0,239,4,0,2,265,284,2575,1,0,2,3,0,2,6,100,3,0,0,0,7,39,353,0,226,81,48,126,26,3752,4,0,0,0,8,0,88,0,0,5,13,467,25,10
NPL,0,2,0,9,1,0,0,19,18,12,0,110,19,0,0,32,12,0,0,63,9,11,0,1,2,1,0,3,37,4,10,10,6,0,67,68,18,140,8,16,10,0,0,19,0,0,12,1,0,0,2,11,72,0,0,37,0,14,11,23,0,27,12,25,24,1,0,56,0,9,0,224,6,23,0,1,0,0,0,12,0,1,0,0,0,1,12,0,1,49,179,18,23,11,10,17,37,2,15,89,10,17,13,8,1,0,98,11,2,17,12,4,1,0,34,0,3,16,2,0,9,0,0,1,3,23,0,1,0,4,11,0,0,12,1,0,2,3,38,8,1,0,26,0,0,64,55,0,35,5,61,9,23,47,0,3,25,0,20,1,9,0,15,0,13,17,7,17,7,3,38,0,0,4,2,0,0,0,17,0,0,1,10,9,35,0,0,1,1,0,2,3,65,1,0,2,0,5,11,28,0,25,38,13,11,4,341,1,0,0,1,2,0,42,1,0,0,9,52,9,3
NZL,0,0,0,8,2,0,0,67,105,154,0,2740,336,2,2,466,20,1,2,38,176,28,1,4,149,0,2,5,409,6,12,6,13,0,934,537,173,1393,9,18,9,2,3,243,1,0,20,9,0,2,161,272,1098,0,2,326,1,17,174,225,0,588,205,49,332,22,9,832,0,10,0,2463,159,35,0,3,6,2,0,236,4,1,6,2,1,2,192,1,216,78,385,339,273,24,45,147,715,5,28,438,23,44,15,15,1,10,375,18,6,46,10,3,0,0,171,0,175,23,163,0,20,4,2,6,0,276,1,3,1,14,11,3,11,13,1,0,6,8,338,13,35,1,67,3,0,514,212,35,0,40,259,21,54,66,1,9,310,1,294,4,18,0,203,0,61,276,15,172,6,3,310,0,0,2,1,2,3,0,193,0,0,3,28,41,403,2,0,2,0,0,2,4,270,0,0,1,10,8,29,222,1,277,37,20,182,29,2792,21,0,0,0,10,0,90,2,8,0,8,234,11,4
OMN,0,1,0,2,1,0,0,87,7,0,0,108,25,0,1,22,5,0,0,15,6,32,1,1,3,0,0,0,46,1,4,0,0,0,76,14,9,79,0,5,1,1,0,17,0,0,1,0,0,0,7,8,83,1,0,38,1,12,0,108,0,35,5,20,15,0,0,72,0,3,2,172,4,6,0,1,0,0,0,24,1,0,1,0,0,0,8,0,4,6,171,5,64,33,3,9,51,1,46,36,15,13,4,1,0,0,72,29,0,30,1,6,0,0,14,0,3,4,3,0,7,0,0,0,2,22,0,0,0,3,1,0,1,3,0,0,4,2,105,1,3,0,21,0,0,41,14,5,40,0,159,3,11,18,1,1,24,0,25,2,14,0,46,0,8,24,2,146,17,0,26,0,0,0,0,0,1,2,15,0,0,0,6,9,39,0,0,0,0,0,0,0,31,0,0,1,0,2,40,42,0,11,7,3,5,1,153,5,0,0,0,1,0,19,0,0,0,11,41,3,0
PAK,0,16,0,12,7,0,0,256,48,197,0,642,306,42,2,269,24,0,2,125,174,45,1,2,153,0,0,2,394,4,17,5,11,0,438,311,46,3005,6,43,16,0,0,207,0,0,15,42,0,0,163,248,740,0,0,127,2,48,165,412,2,347,175,58,276,1,0,472,0,13,3,1216,167,44,0,1,7,0,0,232,1,1,11,0,0,0,229,2,201,105,602,221,417,55,15,46,501,2,96,223,44,66,15,9,0,1,1061,41,1,48,15,9,0,1,173,0,157,17,149,0,49,0,2,1,3,281,0,5,3,6,14,2,38,19,1,0,7,11,964,13,2,0,91,1,0,210,125,61,259,159,0,13,74,73,0,2,282,1,226,2,26,0,244,0,138,330,12,1770,24,6,104,0,0,1,2,0,2,3,198,0,0,1,57,15,258,0,0,1,3,0,2,3,279,10,0,0,1,5,60,558,0,257,36,18,203,13,1738,27,0,0,1,3,0,125,0,0,1,22,210,20,8
PAN,0,2,0,9,1,1,0,10,39,7,0,56,15,0,0,38,10,0,1,11,6,9,0,2,0,2,1,11,81,4,13,4,3,0,68,44,34,40,8,17,10,3,0,75,0,0,59,10,0,0,2,17,86,0,0,23,17,9,38,12,0,67,11,13,18,0,0,46,0,8,4,151,4,13,0,0,0,0,0,12,0,1,16,2,2,8,11,1,4,19,35,12,13,9,12,15,40,3,11,37,8,16,10,1,0,0,16,11,0,12,9,2,0,0,15,0,2,9,2,0,8,0,0,2,0,67,0,0,0,4,3,1,1,11,1,0,1,2,21,8,1,0,15,10,0,40,17,9,21,3,13,0,40,20,0,9,18,0,21,9,9,0,9,0,12,18,7,14,0,0,24,0,0,1,0,16,0,0,13,0,0,2,10,9,27,0,0,1,0,0,2,3,13,0,0,0,0,8,9,13,0,22,13,5,14,17,373,0,0,0,0,20,0,15,0,0,0,7,21,8,1
PER,0,2,2,12,2,0,0,23,181,40,1,144,76,33,2,91,18,0,4,27,18,22,1,5,4,2,1,42,424,4,11,3,7,0,136,132,189,140,10,21,12,2,0,186,1,0,46,61,0,1,2,59,189,0,1,94,22,11,111,34,0,290,23,37,79,1,0,236,0,12,1,379,13,26,0,0,1,0,0,61,1,1,25,5,5,13,58,7,50,72,126,23,33,25,15,33,149,4,30,105,12,42,12,4,0,6,72,13,1,35,13,4,0,0,33,1,6,15,5,0,18,0,1,5,0,229,0,5,2,6,3,4,8,17,1,0,3,10,52,10,3,1,50,6,0,133,95,23,54,11,74,40,0,36,0,2,93,0,75,20,18,0,17,0,73,80,12,33,5,2,28,0,0,1,0,10,2,0,32,0,0,5,49,14,98,0,0,2,0,0,3,5,66,0,0,0,0,5,16,57,0,32,26,20,51,37,879,0,0,0,0,50,0,34,0,0,0,11,125,10,7
PHL,0,2,0,11,1,1,0,33,45,13,1,247,52,1,4,80,18,0,1,67,15,19,0,3,3,0,0,3,138,4,13,3,7,0,144,146,39,318,10,22,10,3,0,120,0,0,15,7,0,0,4,28,211,0,0,51,3,20,18,44,0,133,23,33,40,5,0,173,0,9,3,376,10,26,0,2,1,0,0,31,0,1,6,0,0,32,27,3,19,123,176,89,51,19,12,32,148,2,30,322,16,36,15,22,0,1,175,17,8,26,13,4,1,0,46,0,5,16,5,0,11,2,0,5,1,51,0,1,6,6,16,0,9,18,1,0,6,2,185,10,5,0,42,4,0,155,45,47,66,18,73,20,36,0,0,10,112,0,33,5,17,0,22,0,83,106,10,58,9,4,136,0,0,2,0,0,1,0,33,0,0,1,18,17,64,0,0,1,0,0,2,3,160,0,0,0,0,5,18,48,0,190,25,12,81,17,549,2,0,0,0,12,0,158,2,1,0,8,99,10,5
PLW,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0
