,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MEX,0,0,0,0,0,1,207,10,0,129,60,1,0,107,0,2,2,27,0,0,0,3,0,0,15,273,0,0,1,0,0,413,125,116,192,3,1,0,0,175,0,0,47,122,0,5,89,427,0,0,21,9,5,59,11,0,826,2,3,40,1,572,0,0,496,5,3,0,0,0,0,0,35,0,0,17,1,0,6,7,0,29,4,134,71,15,9,5,55,272,2,2,148,0,3,0,1,0,110,3,0,10,0,0,0,0,1,0,2,0,1,6,0,0,1,0,0,0,2,0,1,1,6,6,1,0,0,0,0,3,0,0,2,13,7,166,33,1,27,1,13,17,45,10,0,0,64,0,56,4,0,0,19,186,0,5,0,0,15,0,0,6,0,0,13,0,0,25,12,123,0,0,3,0,0,13,0,0,0,0,6,21,21,1,2,61,31,2061,2,0,1,0,96,9,0,0,0,1,56,2,2
MHL,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,0,4,0,0,0,1,0,0,4,4,0,0,6,0,0,0,33,0,0,4,0,0,0,0,3,0,0,0,0,0,6,6,1,14,0,0,0,0,1,0,0,1,1,0,0,3,28,0,0,8,0,1,0,1,0,5,0,0,5,0,11,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,2,0,2,3,0,0,0,2,15,0,0,17,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,9,5,0,0,0,0,0,1,1,0,0,4,0,5,0,0,0,5,4,0,1,0,0,0,0,0,1,0,0,21,0,0,1,12,5,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,3,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0
MLI,0,0,0,0,0,1,0,0,0,4,0,0,0,9,8,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,11,17,1,1,2,5,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,1,0,2,0,1,0,0,46,0,2,16,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,3,0,0,1,0,14,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,16,8,0,4,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,1,0,6,3,0,0,60,0,0,0,0,1,0,0,0,0,0,6,2,2
MLT,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,1,0,1,0,1,0,11,1,0,4,0,11,0,0,38,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,14,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0
MNE,0,0,1,0,0,0,0,6,0,0,2,0,0,6,0,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,11,7,0,2,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,6,0,0,0,1,0,0,0,0,1,0,8,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,3,0,2,0,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,11,0,1,0,0,0,0,0,0,0,0,54,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,0,7,0,1,7,1,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,15,0,0,0,0,1,0,0,0,0,0,0,11,24,0,0,2,0,0,0,0,0,1,0,0,0,0,15,0,0,14,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,9,0,0,44,1,0,0,0,0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,0,0,0,0,1,0,0,10,0,1,0,0,0,6,30,0,0,0,0,1,0,0,0,0,0,6,0,0,6,1,6,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,37,1,0,0,0,0,0,0,0,0,0,0,2,1
MOZ,0,0,1,0,0,0,1,0,0,9,0,0,0,8,2,1,2,1,1,0,0,0,0,0,0,8,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,1,0,0,0,27,0,0,1,0,9,0,0,18,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,7,0,1,2,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,10,0,0,1,1,0,0,0,0,1,2,0,12,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,1,1,0,0,1,0,0,0,0,2,2,0,5,0,0,0,21,0,0,0,0,0,2,0,0,0,0,11,1,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
MWI,0,1,0,0,0,0,0,0,0,18,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,10,0,0,2,2,0,1,1,0,0,0,0,0,0,2,5,0,0,5,0,1,0,0,1,2,1,1,7,0,9,0,0,112,0,4,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,3,10,5,0,0,88,0,0,0,0,0,1,0,0,0,0,34,18,11
MYS,0,0,0,0,0,16,8,0,0,158,13,0,0,20,0,2,28,3,3,0,0,0,0,0,0,12,1,7,0,1,0,58,23,0,140,1,1,0,0,2,0,0,0,0,0,1,5,61,0,0,10,0,4,1,36,0,24,2,5,7,3,49,0,0,285,0,0,0,0,0,0,0,16,0,0,2,0,1,1,2,0,7,82,196,13,94,6,2,10,32,0,9,201,7,4,0,8,0,78,7,2,2,0,3,0,0,4,0,0,3,0,1,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,39,8,4,31,6,25,6,3,37,0,4,18,0,7,0,0,2,32,14,0,17,3,0,128,0,0,3,0,0,1,0,0,2,7,18,0,0,1,0,0,116,1,0,0,1,0,13,40,3,1,10,0,230,2,0,0,0,2,23,0,0,0,15,13,0,2
NAM,0,0,0,0,0,0,0,15,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,38,1,0
NCL,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,63,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0
NER,0,0,0,0,0,0,1,0,0,1,1,0,0,6,6,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,4,0,2,3,3,1,2,0,0,0,0,1,0,0,0,2,0,0,1,0,2,1,0,0,0,0,2,0,0,41,0,1,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,5,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,1,2,0,0,23,0,0,0,0,0,0,0,0,0,0,1,1,1
NGA,0,0,1,0,0,1,7,0,0,20,4,0,0,20,11,6,1,1,0,0,0,0,0,0,0,18,0,0,0,11,0,12,24,3,35,3,15,2,1,13,0,0,2,4,0,0,0,49,0,0,3,2,1,1,4,0,12,0,9,3,0,27,0,1,105,0,26,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,1,23,3,2,0,1,8,38,3,1,30,0,20,1,0,0,5,0,0,8,1,0,0,0,0,3,1,3,1,1,0,0,0,0,13,0,1,8,0,0,0,0,1,0,0,0,0,5,1,0,8,0,1,23,1,0,10,0,8,0,5,4,0,0,1,0,2,1,0,0,0,1,0,2,2,6,0,0,1,1,0,0,1,0,0,0,0,9,1,1,2,0,2,4,0,0,0,0,0,6,4,14,10,3,2,174,0,0,0,0,4,3,0,0,0,0,81,1,4
NIC,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,4,3,0,0,0,1,0,5,0,0,9,2,0,0,0,3,0,0,1,3,1,3,0,0,6,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0
NLD,1,0,3,0,37,28,139,19,0,829,635,2,0,2074,12,14,28,68,0,0,5,17,0,2,16,339,0,0,2,3,0,1213,1258,80,673,2,8,2,1,82,0,0,12,12,0,6,372,4345,0,0,774,0,7,53,49,2,1504,51,21,559,1,2500,0,8,4510,2,34,0,2,11,3,0,324,0,2,3,2,0,1,60,1,244,96,237,350,94,0,45,309,2032,3,7,597,10,55,1,1,0,224,3,3,18,0,1,0,0,11,0,34,35,22,11,1,6,2,0,166,0,9,4,6,0,2,2,6,1,0,1,15,39,1,1,5,23,2,0,541,9,152,7,17,6,9,22,0,4,467,1,346,1,1,5,108,526,0,26,6,5,115,0,0,2,0,0,50,0,6,78,109,1068,0,0,5,0,1,97,0,0,0,3,5,194,74,39,33,63,15,5264,10,0,0,0,7,58,0,0,0,4,233,6,15
NOR,1,0,2,0,0,2,25,4,0,261,210,1,0,218,0,1,6,22,0,0,3,9,0,1,0,69,1,0,0,1,0,483,274,19,177,1,0,2,0,7,0,0,4,10,0,5,115,824,0,0,650,0,3,3,12,1,399,33,23,372,0,654,0,1,1300,2,9,0,0,0,0,0,112,0,11,0,0,0,0,27,0,63,5,63,84,21,2,89,68,555,0,2,172,2,8,1,1,0,52,7,0,4,0,1,0,1,3,0,28,18,6,2,2,0,3,0,33,0,5,5,6,0,1,1,10,0,0,0,4,8,4,1,1,1,1,541,0,6,61,2,3,0,1,2,0,0,194,0,106,0,0,3,59,284,0,4,2,0,41,0,0,0,0,0,17,0,0,36,45,985,1,1,1,0,0,17,0,0,0,0,5,51,42,34,22,19,3,1575,4,0,0,0,2,8,0,0,0,1,87,3,7
NPL,0,0,0,0,0,0,0,0,0,9,5,0,0,7,0,1,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,10,0,4,1,1,0,0,1,0,0,0,0,0,0,1,9,0,0,4,0,0,0,0,0,3,1,2,4,0,6,0,0,24,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,54,1,0,0,0,3,7,0,1,30,0,1,0,0,0,12,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,6,0,3,0,4,0,2,2,0,0,2,1,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,1,0,3,1,0,0,69,0,0,0,0,0,7,0,0,0,0,2,0,0
NZL,0,0,1,0,1,8,33,2,0,992,70,1,0,93,0,1,6,5,0,0,2,0,0,0,0,50,0,1,0,0,0,358,96,21,190,0,1,0,0,13,0,0,2,2,0,1,19,367,0,0,93,0,1,6,7,0,84,4,3,51,8,250,0,0,966,0,0,0,1,1,0,0,16,0,0,0,0,1,0,12,0,22,21,37,56,17,0,3,43,158,1,4,171,0,10,0,4,0,51,0,1,9,0,0,0,0,6,0,6,1,2,2,4,0,3,0,27,0,0,0,1,1,0,4,0,0,0,0,1,31,1,7,0,10,0,152,61,3,0,3,10,0,5,6,0,7,29,0,15,0,0,2,4,26,0,2,0,2,66,2,0,0,0,0,15,1,0,7,10,92,0,0,1,0,0,29,0,0,2,2,2,17,29,4,2,5,5,1265,0,0,0,0,2,6,0,0,0,0,60,0,0
OMN,0,0,1,0,0,23,3,0,0,19,1,0,0,3,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,18,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,8,0,16,0,3,1,0,3,0,14,0,0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,27,2,5,0,0,1,13,0,8,8,0,0,0,0,0,4,8,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,1,0,0,7,2,0,3,0,7,0,0,1,0,0,0,0,1,0,0,9,0,5,0,13,1,0,4,0,0,0,0,1,1,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,6,4,5,0,0,0,0,37,0,0,0,0,0,1,0,0,0,5,5,0,1
PAK,1,1,0,0,0,5,3,0,0,38,20,0,0,8,0,1,14,4,3,0,0,0,0,0,3,23,0,0,0,1,0,90,36,1,146,0,10,1,0,1,0,0,1,0,0,0,12,125,0,0,13,0,6,1,21,0,23,2,0,5,0,34,0,0,290,9,3,0,0,1,0,0,7,0,0,1,0,0,0,9,0,6,8,50,4,28,4,0,3,29,1,1,79,0,3,2,0,0,49,24,0,3,0,0,0,0,6,0,1,0,1,3,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,3,25,0,0,1,8,0,17,3,4,10,7,0,0,3,8,0,0,9,0,14,0,0,9,30,20,1,53,2,1,15,0,0,1,0,1,3,0,0,2,1,46,0,0,4,0,0,10,12,0,0,0,3,25,5,3,2,0,1,323,3,0,0,0,1,6,0,0,0,1,48,3,1
PAN,0,0,0,0,0,0,6,0,0,17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,18,10,3,3,0,1,0,0,15,0,0,19,0,0,0,4,27,0,0,3,4,0,5,1,0,18,0,0,0,2,5,0,1,38,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,4,2,0,0,0,1,6,0,0,6,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,6,0,0,0,0,0,0,5,2,0,1,11,0,3,2,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,4,184,0,0,0,0,10,0,0,0,0,0,5,0,0
PER,0,0,0,0,0,0,47,0,0,11,2,0,0,35,0,1,2,1,0,0,0,0,0,0,24,70,0,0,0,1,0,28,20,39,10,1,0,1,0,28,0,0,14,9,0,0,3,27,0,0,7,6,1,17,6,0,63,1,3,7,2,61,0,0,76,0,1,0,1,0,1,0,4,0,0,3,0,0,1,2,2,5,5,15,3,0,0,1,4,23,2,1,8,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,2,0,0,1,0,45,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,4,9,1,2,5,0,3,5,0,6,0,0,2,0,7,6,0,0,1,5,0,1,1,1,4,0,0,5,0,0,2,0,0,1,2,14,0,0,1,0,0,3,0,0,0,0,1,4,0,3,2,1,13,323,0,0,0,0,21,2,0,0,0,0,11,1,0
PHL,0,0,0,0,0,1,8,0,0,69,3,0,0,23,1,0,9,3,0,0,0,0,0,0,1,16,0,1,0,0,0,29,20,2,72,1,0,0,1,7,0,0,4,1,0,0,5,44,0,0,10,0,1,5,4,0,9,0,1,5,2,40,0,0,59,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,30,37,4,7,0,0,3,17,1,2,130,0,6,1,6,0,44,4,6,2,0,0,0,0,5,0,1,1,0,3,0,0,5,0,10,0,1,2,0,4,0,1,0,0,0,0,0,37,0,0,0,4,0,22,2,2,6,1,8,2,6,0,0,0,4,0,1,0,0,0,3,5,0,1,0,1,35,0,0,1,0,0,1,0,0,0,1,15,0,0,0,0,0,44,0,0,0,1,0,5,27,3,0,0,2,192,0,0,0,0,1,24,0,0,0,0,16,1,0
PLW,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,0,62,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,1,0,0,0,0,0,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,5,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,4,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,1,4,0,0,0,34,0,0,0,0,0,2,0,0,0,0,3,0,0
POL,0,0,1,0,0,4,48,46,0,263,355,5,0,450,1,1,3,138,0,0,3,71,0,0,5,116,0,0,0,0,0,398,439,58,213,2,1,1,0,12,0,0,4,6,0,15,422,1810,0,0,257,0,10,3,20,0,568,52,0,223,0,1204,0,1,1182,16,3,0,1,0,0,0,228,0,1,2,0,0,0,73,0,240,3,180,94,26,1,4,154,852,0,7,421,11,2,0,0,0,171,5,0,6,0,1,0,0,5,0,78,18,28,4,2,14,3,0,64,0,4,0,2,0,6,10,2,0,0,0,0,18,14,3,0,1,0,467,194,2,29,0,9,11,2,4,0,0,0,0,175,0,0,4,154,608,0,9,3,1,41,0,0,0,0,0,57,0,0,185,137,453,0,0,2,0,0,12,0,1,0,2,6,107,96,2,1,369,2,1946,5,0,0,0,5,10,0,0,0,1,86,0,1
PRK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
