,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,CPV,CRI,CUB,CUW,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MMR,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0,0,0,5,0,0
MUS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
MWI,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,5,3,0,2,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,12,4,5
MYS,0,1,0,1,0,12,1,0,0,137,5,0,0,8,0,0,25,2,7,0,0,0,0,0,12,0,7,0,0,0,33,10,3,63,0,2,0,0,0,4,0,0,0,0,1,1,20,0,0,6,0,0,1,4,0,11,3,3,6,1,19,0,0,144,3,6,0,0,0,0,4,0,0,0,0,0,0,2,0,5,50,26,6,33,11,2,3,10,0,0,65,1,3,0,3,0,0,20,5,2,3,0,0,0,1,3,0,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,33,0,16,3,0,0,19,8,60,0,3,15,0,7,0,11,0,0,4,7,7,0,33,1,0,48,1,0,0,0,1,0,2,1,8,0,0,1,0,1,28,0,0,0,0,17,19,2,4,2,0,144,0,0,0,0,2,0,0,0,5,13,0,1
NAM,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,3,0,2,0,0,1,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,2,1,2,1,0,2,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,3,0,0,3,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,2,0,0,2,2,0,2,0,4,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,13,0,0,0,0,0,0,0,0,0,17,1,0
NCL,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
NGA,0,0,0,1,0,1,2,0,0,15,2,0,1,3,1,1,0,7,0,0,0,0,0,1,10,0,1,0,3,0,21,9,2,11,4,1,1,0,0,5,0,0,0,0,0,1,8,0,0,2,0,0,0,2,0,6,2,0,4,0,11,0,0,61,1,8,0,0,3,0,2,0,0,0,0,0,0,3,0,3,4,12,0,3,3,0,4,7,0,0,8,0,14,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,33,0,0,1,0,0,10,1,0,0,7,1,5,0,4,2,0,6,0,10,0,0,1,6,4,1,3,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,1,0,5,2,2,4,0,0,65,0,0,0,0,0,0,0,0,0,30,1,1
NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
NLD,1,0,0,1,0,13,15,0,0,407,144,1,0,531,3,2,9,18,1,0,3,1,0,3,52,0,0,0,2,0,276,202,24,250,2,3,1,0,0,28,0,14,2,4,23,19,735,0,0,151,0,0,3,10,0,229,29,12,106,1,252,0,0,1229,1,17,0,0,1,0,64,0,0,1,0,0,0,16,0,36,53,42,53,16,2,7,80,317,2,1,65,2,27,1,8,0,0,19,3,2,12,1,0,0,3,4,0,12,54,2,6,1,0,0,0,36,2,3,10,1,0,1,4,0,3,16,0,0,0,10,0,0,125,6,0,64,1,12,0,11,8,0,80,0,101,1,0,5,30,49,4,14,0,2,86,0,1,0,0,10,0,13,18,220,2,0,0,0,0,10,0,0,1,2,65,16,13,16,3,3,1280,0,0,0,2,11,0,0,1,0,149,9,2
NOR,0,0,0,2,0,0,5,1,0,98,34,0,0,80,0,0,7,6,0,0,2,0,0,0,13,0,0,0,3,0,105,72,11,36,1,2,1,0,1,11,0,0,1,0,6,13,174,0,0,145,0,1,1,2,0,68,15,7,68,0,83,0,0,470,2,11,0,0,0,0,23,0,0,2,0,0,0,6,0,18,6,37,20,2,0,23,9,86,1,0,13,0,1,0,0,0,0,16,0,1,2,0,0,0,0,4,0,8,10,4,1,0,0,1,0,12,2,0,5,0,1,0,0,0,4,3,3,0,0,1,0,125,0,6,0,28,2,4,0,3,4,0,67,0,37,0,1,0,13,52,1,1,1,1,14,0,0,0,0,4,12,8,10,274,0,0,0,0,0,5,0,0,0,1,12,4,5,7,1,0,407,0,1,0,0,4,0,0,0,0,35,1,0
NPL,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,10,10,0,3,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,1,0,0,3,0,2,0,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,1,0,0,0,0,1,1,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NZL,0,0,0,0,0,7,2,1,0,341,6,0,0,29,0,0,2,6,1,0,3,0,0,0,14,0,0,0,0,0,114,19,6,107,0,4,0,0,1,10,0,0,0,0,0,2,70,0,0,16,0,0,0,2,0,26,2,2,26,9,38,0,0,342,2,5,0,0,0,0,3,0,0,1,0,0,0,3,0,3,13,11,13,4,3,5,5,21,1,0,25,0,4,0,2,0,0,20,2,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,19,3,1,0,7,0,64,28,1,0,0,8,6,1,5,7,5,9,0,15,0,0,1,10,5,0,6,0,0,29,1,0,0,0,0,0,3,4,44,0,1,0,0,0,9,0,0,1,0,15,7,0,2,2,0,373,0,0,0,0,15,0,4,0,0,44,1,0
OMN,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,7,1,3,3,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,3,0,0,0,2,0,3,1,2,0,0,5,0,0,23,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,2,4,4,0,0,0,2,0,4,0,2,4,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,1,2,0,0,8,0,6,0,2,3,0,1,0,0,0,0,1,2,1,0,6,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,4,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0
PAK,0,0,0,1,0,5,1,0,0,25,3,0,0,4,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,25,20,2,37,0,0,0,0,0,1,0,0,0,0,0,1,18,0,0,2,0,1,0,1,0,6,2,0,3,0,15,0,0,63,1,3,0,0,0,0,1,0,0,1,0,0,0,2,0,7,3,30,1,5,0,0,2,7,0,0,6,1,3,0,0,0,0,7,1,0,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,60,0,0,0,5,0,12,4,1,0,6,6,0,0,1,2,0,3,0,3,0,1,1,6,4,0,12,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,7,2,0,2,0,0,62,0,0,0,0,1,0,0,0,0,1,0,1
PAN,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0
PER,0,0,0,0,0,0,7,0,0,6,2,0,0,8,0,1,0,3,0,0,0,0,1,1,15,0,0,0,0,0,7,31,13,7,0,2,0,0,0,41,0,3,0,0,0,1,6,0,0,4,0,0,3,1,0,51,1,2,1,0,10,0,0,21,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,17,1,0,2,2,3,26,0,3,9,0,4,1,0,0,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,3,2,0,0,4,1,11,3,0,0,5,2,1,0,0,3,0,3,0,8,0,0,1,5,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,15,0,2,2,0,3,106,0,0,0,0,0,0,0,0,0,9,2,1
PHL,0,0,0,1,0,3,9,0,0,22,3,0,0,8,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,6,11,3,44,0,2,0,0,0,11,0,0,0,0,1,0,17,0,0,2,0,0,0,1,0,8,1,3,1,0,12,0,0,23,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,15,1,0,0,2,2,14,0,4,18,0,6,1,1,0,0,12,1,2,3,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,2,1,0,2,0,8,4,0,0,7,3,2,0,3,0,0,2,0,2,0,0,1,2,4,0,3,0,0,13,1,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,4,3,1,2,0,0,85,0,0,0,0,2,0,1,0,0,2,1,1
PNG,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
POL,0,0,0,3,0,1,3,0,0,39,30,0,0,34,0,0,0,9,0,0,5,0,0,0,17,0,0,0,0,0,27,43,4,25,0,1,0,0,1,5,0,1,0,0,7,41,110,0,0,21,0,0,1,1,0,49,18,1,28,0,55,0,0,200,5,3,0,0,0,0,23,0,0,0,0,0,0,16,0,28,3,6,22,5,3,4,32,72,0,0,18,2,2,0,0,0,0,8,0,0,4,0,0,0,0,1,0,21,7,8,1,0,0,0,0,6,2,0,4,0,1,0,0,0,0,7,2,0,0,6,0,80,67,0,0,9,1,3,0,3,2,0,0,0,54,0,0,0,19,54,0,4,0,1,15,0,0,0,0,9,0,30,10,34,0,0,0,0,0,3,1,0,0,1,15,3,0,3,5,0,219,1,0,0,0,1,0,0,1,0,12,0,1
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,0,7,2,0,3,13,0,0,64,24,0,0,45,0,0,0,10,0,0,0,0,0,0,145,0,0,0,0,0,55,32,13,41,0,0,0,0,0,19,2,0,0,0,12,12,114,0,1,28,0,3,1,2,0,210,10,0,40,1,83,0,0,297,3,2,0,0,0,0,26,0,0,0,0,0,0,10,0,11,8,12,14,6,3,5,14,105,1,0,17,0,6,0,0,0,0,7,1,0,5,0,0,0,0,0,0,11,5,2,1,0,0,0,0,21,5,0,2,0,0,0,8,0,0,11,4,0,1,10,0,101,37,0,0,15,0,3,0,8,2,0,54,0,0,0,1,1,17,17,1,3,1,0,9,0,0,0,0,6,0,9,4,28,1,0,1,0,0,2,0,0,1,3,20,5,3,2,0,2,299,0,0,0,0,0,0,0,0,0,12,1,1
PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,14,0,0,0,9,1,0,0,1,0,2,2,1,2,0,0,0,0,0,22,0,0,0,0,0,11,3,0,10,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,9,0,4,0,0,3,0,27,0,0,53,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,4,0,0,1,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,1,1,1,0,1,1,0,0,0,1,0,2,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,3,1,0
ROU,0,0,0,2,0,2,2,1,0,20,13,0,0,21,0,0,2,15,0,0,0,8,0,0,10,0,0,0,0,0,13,16,3,20,0,2,1,0,0,5,0,0,0,0,3,8,56,0,0,7,0,2,2,2,0,21,10,2,3,0,52,0,0,60,2,4,0,0,0,0,11,0,0,0,0,0,0,6,0,26,3,12,5,4,3,6,11,34,0,1,5,1,3,0,0,0,0,4,0,1,6,0,0,0,1,0,0,5,0,2,2,0,4,0,0,5,2,1,2,0,0,0,0,0,0,7,2,0,0,6,0,30,13,0,0,10,2,6,0,5,2,0,19,0,17,0,0,3,0,6,0,2,0,0,2,0,0,0,0,9,0,6,3,13,0,0,0,0,0,5,0,0,0,1,16,1,0,4,2,0,66,0,0,0,0,0,0,0,0,0,4,0,0
RUS,0,0,0,1,0,3,6,2,0,18,14,0,0,22,0,1,0,9,0,0,1,1,0,0,17,0,0,0,1,0,41,18,3,43,0,4,0,0,0,2,0,0,0,0,0,26,82,0,0,16,0,0,0,2,0,23,13,1,37,0,46,0,0,133,4,3,0,0,0,0,7,0,0,0,0,0,0,3,0,17,3,12,11,4,0,10,15,36,1,0,13,12,2,1,0,0,0,15,1,0,2,0,0,0,0,0,0,9,1,12,0,0,2,0,0,11,2,0,1,0,0,1,0,0,1,7,1,0,0,4,0,49,52,0,0,5,1,4,0,3,4,0,54,0,17,0,0,0,6,0,0,6,0,2,9,0,0,0,0,4,0,12,4,20,0,0,0,0,0,1,1,0,0,1,13,3,0,3,6,1,197,4,0,0,0,1,0,0,0,0,7,2,1
RWA,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
SAU,0,0,0,0,0,15,0,0,0,49,2,1,0,3,0,0,4,2,8,0,0,0,0,1,3,0,0,0,0,0,24,8,2,16,0,0,0,0,0,4,0,0,0,0,2,0,19,0,0,0,0,1,1,29,0,9,3,0,2,0,20,0,0,66,0,2,0,0,0,0,5,0,0,0,0,0,0,3,0,2,7,16,2,6,0,0,6,9,0,9,4,0,5,0,0,0,0,11,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,33,0,0,0,3,0,14,1,0,0,6,6,12,0,0,3,0,4,0,3,0,2,7,2,6,0,0,2,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,0,27,13,3,0,2,0,0,147,0,0,0,0,0,0,0,0,0,3,0,0
