,ABW,AFG,AGO,AIA,ALB,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYP,CZE,DEU,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GBR,GEO,GHA,GIN,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TGO,THA,TJK,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
HUN,0,0,0,0,0,0,0,0,0,12,22,0,0,12,0,2,2,0,0,0,0,0,0,0,4,0,0,0,2,12,14,0,12,0,0,0,0,2,0,0,0,4,10,58,0,4,0,0,0,2,0,18,6,2,14,2,22,0,76,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,4,10,0,0,2,24,38,0,2,4,0,0,0,0,4,0,0,2,0,0,2,0,8,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,32,4,0,6,0,2,0,2,0,0,28,10,0,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,6,12,10,0,0,0,0,0,0,0,0,0,10,4,0,0,2,0,86,0,0,0,0,0,0,2,0,0
IDN,0,0,0,0,0,0,0,0,0,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,0,2,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,4,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,2,6,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,34,0,2,4,0,0,0,0,0,0
IND,0,2,0,0,0,0,2,4,0,86,8,0,0,20,0,2,4,0,0,0,0,0,0,6,10,0,0,0,4,50,36,4,30,0,2,0,0,6,0,2,0,2,6,24,0,10,0,0,0,8,0,18,4,2,8,0,40,0,124,0,4,2,0,8,0,0,0,0,0,0,4,0,4,2,0,16,2,0,4,2,14,0,2,72,0,4,0,2,14,2,2,8,0,0,6,0,2,0,2,0,0,0,4,6,0,0,2,0,0,0,0,0,0,2,18,0,0,0,2,0,30,12,0,16,0,6,0,2,10,0,4,8,0,0,0,4,8,0,4,0,2,34,0,0,0,0,2,0,6,2,24,0,0,0,0,14,0,0,0,2,14,10,0,2,0,0,352,0,0,2,0,0,0,14,0,0
IRL,0,0,0,0,0,0,0,0,0,94,8,0,0,24,0,2,2,0,0,0,0,0,0,0,6,0,0,0,2,78,24,2,22,0,0,0,0,0,0,0,0,6,6,74,0,24,0,0,0,2,0,40,4,2,20,0,78,0,412,0,0,0,0,16,0,0,0,0,0,0,2,0,10,0,16,0,0,0,4,10,30,0,2,8,0,0,0,0,12,0,0,2,0,0,2,0,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,80,16,0,16,0,0,0,2,0,0,6,8,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,4,2,34,0,0,0,0,4,0,0,0,0,8,4,2,2,0,0,250,0,0,0,0,0,0,16,0,0
IRN,0,0,0,0,0,0,0,2,0,68,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,2,2,2,0,0,0,0,2,0,0,0,0,2,8,0,0,0,0,0,0,0,4,2,0,10,0,8,0,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,12,4,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,6,0,0,0,0,4,0,2,0,10,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,62,0,0,0,0,0,0,0,0,0
IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
ISL,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,10,2,0,2,0,0,0,0,2,0,0,0,2,4,6,0,8,0,0,0,2,0,10,2,2,2,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,4,0,0,0,2,2,0,2,2,0,0,0,0,2,0,0,2,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,0,0,2,0,2,0,0,2,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,44,0,0,0,0,0,0,4,0,0
ISR,0,0,0,0,2,0,0,0,0,54,8,0,0,36,0,2,2,0,0,0,0,0,0,0,6,0,0,0,4,116,22,2,26,0,0,0,0,8,0,0,0,6,2,128,0,14,0,0,0,8,0,42,2,4,4,0,50,0,188,0,0,0,0,2,0,0,0,0,0,0,4,0,24,0,2,10,0,0,2,0,30,0,4,18,0,0,0,0,10,0,0,8,0,2,4,0,6,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,6,0,0,0,6,0,64,18,0,14,0,2,0,2,0,0,6,4,0,0,0,2,4,0,0,0,0,18,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,772,0,0,0,0,0,0,10,0,0
ITA,0,4,0,0,0,0,2,12,0,92,92,0,0,138,0,0,2,2,0,0,0,2,0,2,32,0,0,0,0,170,154,16,28,0,2,2,0,12,0,0,2,8,16,374,0,54,0,0,0,4,4,214,16,4,42,0,290,0,724,0,2,0,0,30,0,0,0,0,0,0,12,0,38,0,14,30,4,4,2,30,0,0,0,54,0,6,2,0,18,0,0,4,2,0,2,0,6,4,0,4,0,0,0,28,0,0,0,2,0,2,0,0,2,0,4,0,0,0,2,0,306,48,0,70,0,2,0,2,6,0,36,48,0,2,0,16,16,0,2,0,0,4,0,0,0,6,4,0,6,18,90,0,0,0,0,2,0,0,0,6,6,2,0,2,2,4,928,0,0,0,0,0,0,4,0,2
JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
JOR,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,4,4,0,4,0,0,0,0,0,0,0,0,4,2,2,0,2,0,0,0,8,0,2,2,2,2,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,2,4,0,0,0,2,0,0,0,0,2,2,0,6,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,30,0,0,0,0,0,0,2,0,0
JPN,0,0,0,0,0,0,0,4,0,100,18,0,0,24,0,2,8,4,0,0,0,0,0,0,16,0,0,0,2,124,32,6,166,0,0,0,0,6,0,2,0,2,6,100,0,14,0,0,0,2,0,28,4,2,20,0,88,0,204,0,2,0,0,4,0,0,0,0,0,0,6,0,4,0,72,8,6,2,2,18,54,0,2,0,0,2,0,2,42,0,2,6,0,0,4,0,4,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,18,0,0,0,4,0,82,8,0,32,0,2,2,2,8,0,8,12,0,0,0,6,14,0,0,0,0,28,0,0,0,0,2,0,4,6,40,0,0,0,0,16,0,0,0,0,6,44,0,4,0,0,546,0,0,12,0,0,0,10,0,4
KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
KEN,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,10,2,0,2,0,0,2,0,4,0,0,0,0,0,16,0,0,0,0,0,2,0,2,0,2,2,0,10,0,40,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,2,0,0,0,2,0,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,6,0,2,8,14,0,0,94,0,0,0,0,0,0,22,0,0
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
KHM,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
KOR,0,2,0,0,0,0,0,2,0,44,14,0,0,10,0,2,2,2,0,0,0,0,0,0,6,0,0,0,2,84,14,2,88,0,0,0,0,2,0,6,2,4,4,32,0,6,0,0,0,2,0,12,4,4,14,0,16,0,110,0,0,0,0,6,0,0,0,0,0,0,6,0,4,0,14,12,2,6,2,10,18,0,2,42,2,0,0,0,0,0,0,2,0,0,2,0,4,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,14,10,0,8,0,4,0,2,24,0,4,10,0,0,0,2,2,0,0,0,0,44,0,0,0,0,2,0,4,4,14,0,0,0,0,4,0,0,0,2,4,20,0,2,0,0,850,0,0,10,0,0,0,6,0,0
KWT,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0
LAO,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LBN,0,0,0,0,0,0,2,0,0,14,0,0,0,4,0,2,2,0,0,0,0,0,0,0,6,0,0,0,2,10,2,0,6,0,2,0,0,8,0,0,0,2,2,6,0,2,0,0,0,10,0,6,2,2,2,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,2,0,0,2,8,4,0,6,6,0,0,0,0,2,0,0,0,2,0,2,0,2,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,8,2,0,4,0,0,0,2,4,0,2,2,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,6,0,0,0,0,42,0,0,2,0,0,0,4,0,0
LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,6,4,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,2,4,2,2,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,2,0,0,2,4,2,0,2,4,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,16,0,0,0,0,0,0,2,0,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,2,2
LTU,0,0,0,0,0,0,0,0,0,6,2,0,0,8,0,2,2,0,0,0,0,2,0,0,4,0,0,0,2,8,10,0,4,0,0,0,0,2,0,0,0,4,2,18,0,8,0,0,0,2,0,10,12,2,8,0,26,0,20,6,0,0,0,0,0,0,0,0,0,0,4,0,8,0,2,4,0,0,2,6,6,0,2,4,0,0,0,0,4,0,0,2,0,0,2,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,4,0,0,0,2,0,2,0,0,14,8,0,0,0,4,20,0,0,0,0,2,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,18,0,0,0,0,0,0,2,0,0
LUX,0,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,4,2,0,0,0,34,0,28,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
LVA,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,0,2,6,2,4,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,4,0,0,2,2,0,0,2,2,0,0,0,0,2,0,0,2,0,0,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,6,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,12,0,0,0,0,0,0,2,0,0
MAR,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,2,0,2,0,0,0,0,22,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MDG,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MEX,0,0,0,0,0,0,0,30,0,58,2,0,0,10,0,2,2,0,0,0,0,0,0,2,30,0,0,0,2,32,6,6,10,0,0,0,0,10,0,2,6,2,2,30,0,10,2,0,0,4,0,90,2,2,6,0,26,0,72,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,2,0,0,2,12,28,0,2,14,0,2,0,0,4,0,0,6,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,32,4,0,2,0,4,2,6,0,0,4,4,0,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,330,0,0,0,0,0,0,6,0,0
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MKD,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0
